	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
ENAH1	2.35E-71	0.645869	0.531	0.194	4.71E-68	Endothelial cells	ENAH
DAAM11	1.34E-70	0.798737	0.615	0.323	2.68E-67	Endothelial cells	DAAM1
MYO61	4.27E-69	0.662101	0.563	0.237	8.53E-66	Endothelial cells	MYO6
MAGI22	7.56E-67	0.550014	0.627	0.316	1.51E-63	Endothelial cells	MAGI2
FABP41	3.71E-66	1.598087	0.53	0.263	7.41E-63	Endothelial cells	FABP4
CFH2	1.19E-64	0.814406	0.538	0.252	2.39E-61	Endothelial cells	CFH
EPHA4	2.94E-60	0.641457	0.64	0.399	5.88E-57	Endothelial cells	EPHA4
PDZD21	2.24E-58	0.726964	0.578	0.296	4.48E-55	Endothelial cells	PDZD2
EMP12	2.11E-54	1.094565	0.517	0.226	4.22E-51	Endothelial cells	EMP1
FILIP11	6.35E-53	0.60308	0.521	0.239	1.27E-49	Endothelial cells	FILIP1
SPECC1	1.36E-50	0.589983	0.555	0.276	2.72E-47	Endothelial cells	SPECC1
CHSY11	9.31E-43	0.585897	0.539	0.283	1.86E-39	Endothelial cells	CHSY1
DSTN1	1.94E-41	0.543993	0.583	0.357	3.89E-38	Endothelial cells	DSTN
TGFBR32	1.99E-41	0.761041	0.639	0.467	3.98E-38	Endothelial cells	TGFBR3
EEPD12	1.24E-40	0.669759	0.516	0.243	2.47E-37	Endothelial cells	EEPD1
SSBP22	7.66E-32	0.553335	0.769	0.667	1.53E-28	Endothelial cells	SSBP2
HDAC92	1.15E-21	0.620583	0.505	0.278	2.30E-18	Endothelial cells	HDAC9
STK38L1	5.57E-15	0.864755	0.541	0.375	1.11E-11	Endothelial cells	STK38L
PCSK51	1.38E-12	0.895548	0.591	0.434	2.77E-09	Endothelial cells	PCSK5
MEF2C2	0	2.086312	0.936	0.275	0	B-cells	MEF2C
BCL11A	0	1.995757	0.82	0.159	0	B-cells	BCL11A
ADAM28	0	1.974404	0.859	0.184	0	B-cells	ADAM28
ARHGAP243	0	1.858688	0.917	0.294	0	B-cells	ARHGAP24
WDFY41	0	1.622687	0.84	0.145	0	B-cells	WDFY4
11-Mar	0	1.57447	0.804	0.196	0	B-cells	Mar1
IGHM	0	1.54398	0.606	0.199	0	B-cells	IGHM
SYK1	0	1.522341	0.815	0.178	0	B-cells	SYK
CR11	0	1.487057	0.672	0.173	0	B-cells	CR1
PLEKHG12	0	1.48366	0.805	0.286	0	B-cells	PLEKHG1
CD831	0	1.457143	0.741	0.22	0	B-cells	CD83
HLA-DRB11	0	1.416644	0.818	0.238	0	B-cells	HLA-DRB1
SWAP701	0	1.37865	0.82	0.237	0	B-cells	SWAP70
HLA-DPB11	0	1.367134	0.798	0.335	0	B-cells	HLA-DPB1
HLA-DRB51	0	1.365933	0.768	0.306	0	B-cells	HLA-DRB5
CIITA1	0	1.272843	0.785	0.193	0	B-cells	CIITA
RUBCNL	0	1.203465	0.715	0.146	0	B-cells	RUBCNL
PIK3AP11	0	1.164307	0.765	0.184	0	B-cells	PIK3AP1
HLA-DQB1	0	1.160716	0.735	0.297	0	B-cells	HLA-DQB1
HLA-DQA1	0	1.145961	0.727	0.218	0	B-cells	HLA-DQA1
AIM2	0	1.13476	0.679	0.187	0	B-cells	AIM2
COBLL12	0	1.101376	0.777	0.221	0	B-cells	COBLL1
KYNU1	0	0.969318	0.662	0.133	0	B-cells	KYNU
TLR10	0	0.823368	0.575	0.14	0	B-cells	TLR10
FGD21	0	0.788401	0.614	0.163	0	B-cells	FGD2
DENND31	1.34E-274	0.789197	0.639	0.228	2.68E-271	B-cells	DENND3
CLECL1	5.46E-270	0.704579	0.564	0.21	1.09E-266	B-cells	CLECL1
TBC1D92	1.02E-264	1.155844	0.68	0.238	2.05E-261	B-cells	TBC1D9
SSPN	2.35E-254	1.120251	0.56	0.18	4.70E-251	B-cells	SSPN
HDAC93	1.86E-251	0.87332	0.728	0.271	3.71E-248	B-cells	HDAC9
COL4A41	4.99E-244	0.756211	0.54	0.146	9.98E-241	B-cells	COL4A4
IRF81	3.11E-240	0.652432	0.553	0.171	6.21E-237	B-cells	IRF8
CR2	3.36E-227	0.819956	0.566	0.163	6.71E-224	B-cells	CR2
VAV3	2.57E-226	0.831665	0.772	0.362	5.14E-223	B-cells	VAV3
ALOX51	2.59E-226	0.920477	0.577	0.184	5.18E-223	B-cells	ALOX5
CLIC41	1.57E-211	0.734446	0.603	0.215	3.15E-208	B-cells	CLIC4
RAB30	8.78E-204	0.960366	0.74	0.4	1.76E-200	B-cells	RAB30
RASGRP3	3.73E-203	0.841825	0.581	0.225	7.47E-200	B-cells	RASGRP3
BASP11	2.67E-199	0.852738	0.582	0.21	5.33E-196	B-cells	BASP1
IGKC	2.07E-198	1.874458	0.657	0.325	4.13E-195	B-cells	IGKC
CD40	1.50E-189	0.646376	0.526	0.19	3.00E-186	B-cells	CD40
PAWR1	3.26E-188	0.632686	0.565	0.193	6.53E-185	B-cells	PAWR
ANGPTL1	2.45E-184	0.564429	0.523	0.229	4.90E-181	B-cells	ANGPTL1
DAPP1	9.29E-182	0.667193	0.682	0.344	1.86E-178	B-cells	DAPP1
CCSER12	3.07E-176	1.203032	0.656	0.312	6.14E-173	B-cells	CCSER1
TCF44	1.05E-173	0.510924	0.784	0.332	2.09E-170	B-cells	TCF4
EAF2	1.22E-172	0.748466	0.517	0.205	2.44E-169	B-cells	EAF2
SNX10	1.91E-169	0.607887	0.595	0.295	3.82E-166	B-cells	SNX10
FAM49A1	3.27E-167	0.799937	0.592	0.209	6.55E-164	B-cells	FAM49A
ADAM191	3.42E-166	0.786064	0.736	0.404	6.83E-163	B-cells	ADAM19
UVRAG	2.15E-162	0.675104	0.89	0.621	4.31E-159	B-cells	UVRAG
PRAG1	2.27E-157	0.825339	0.65	0.348	4.53E-154	B-cells	PRAG1
BMP2K2	7.03E-149	0.526492	0.762	0.385	1.41E-145	B-cells	BMP2K
VAV21	3.17E-146	0.686092	0.541	0.196	6.34E-143	B-cells	VAV2
ENTPD12	3.26E-145	0.725388	0.627	0.292	6.52E-142	B-cells	ENTPD1
UBE2E23	1.08E-136	0.665435	0.781	0.426	2.17E-133	B-cells	UBE2E2
ATP2B1	4.32E-130	0.670911	0.866	0.615	8.65E-127	B-cells	ATP2B1
MCOLN2	3.20E-119	0.617462	0.566	0.313	6.39E-116	B-cells	MCOLN2
RAPGEF11	1.03E-114	0.628375	0.861	0.636	2.05E-111	B-cells	RAPGEF1
SLC9A7	2.28E-110	0.647422	0.523	0.265	4.56E-107	B-cells	SLC9A7
ALCAM1	2.40E-110	0.666814	0.593	0.325	4.79E-107	B-cells	ALCAM
PDE4B1	6.71E-94	0.616509	0.773	0.558	1.34E-90	B-cells	PDE4B
FAM46C	4.95E-89	0.722624	0.538	0.345	9.91E-86	B-cells	FAM46C
PTPN1	1.09E-74	0.516415	0.725	0.516	2.19E-71	B-cells	PTPN1
RRAS21	3.42E-73	0.503779	0.591	0.36	6.84E-70	B-cells	RRAS2
GSAP1	2.87E-72	0.514491	0.629	0.373	5.75E-69	B-cells	GSAP
VOPP1	3.43E-71	0.549175	0.795	0.654	6.86E-68	B-cells	VOPP1
MTSS11	4.31E-67	0.517755	0.51	0.261	8.63E-64	B-cells	MTSS1
PDE4D1	6.54E-31	0.557372	0.732	0.618	1.31E-27	B-cells	PDE4D
PKHD1L1	0	3.03445	0.794	0.179	0	Endothelial cells	PKHD1L1
FLRT22	0	2.803789	0.915	0.182	0	Endothelial cells	FLRT2
LDB22	0	2.594993	0.927	0.208	0	Endothelial cells	LDB2
TFPI3	0	2.316586	0.868	0.191	0	Endothelial cells	TFPI
ST6GALNAC31	0	2.268103	0.905	0.353	0	Endothelial cells	ST6GALNAC3
PPFIBP12	0	2.218865	0.875	0.252	0	Endothelial cells	PPFIBP1
STOX21	0	2.144124	0.871	0.214	0	Endothelial cells	STOX2
SEMA3D	0	2.10573	0.814	0.148	0	Endothelial cells	SEMA3D
THSD41	0	2.088586	0.784	0.209	0	Endothelial cells	THSD4
NXN1	0	2.008666	0.871	0.193	0	Endothelial cells	NXN
PTPRE2	0	1.930703	0.887	0.346	0	Endothelial cells	PTPRE
GPM6A1	0	1.930638	0.716	0.126	0	Endothelial cells	GPM6A
FBXL73	0	1.918018	0.882	0.267	0	Endothelial cells	FBXL7
ZNF5212	0	1.901697	0.903	0.252	0	Endothelial cells	ZNF521
FOXP22	0	1.892182	0.89	0.236	0	Endothelial cells	FOXP2
PPP1R9A	0	1.837693	0.785	0.17	0	Endothelial cells	PPP1R9A
CNTNAP3B1	0	1.828155	0.783	0.153	0	Endothelial cells	CNTNAP3B
PLSCR43	0	1.814001	0.854	0.247	0	Endothelial cells	PLSCR4
RHOJ1	0	1.813297	0.802	0.148	0	Endothelial cells	RHOJ
MAGI12	0	1.805453	0.939	0.306	0	Endothelial cells	MAGI1
ERG1	0	1.748105	0.826	0.17	0	Endothelial cells	ERG
VWF1	0	1.738233	0.786	0.176	0	Endothelial cells	VWF
SMAD11	0	1.73727	0.803	0.196	0	Endothelial cells	SMAD1
STXBP61	0	1.667845	0.758	0.196	0	Endothelial cells	STXBP6
TLL11	0	1.625271	0.733	0.134	0	Endothelial cells	TLL1
SEMA6A1	0	1.571833	0.76	0.246	0	Endothelial cells	SEMA6A
LRMDA4	0	1.515743	0.926	0.367	0	Endothelial cells	LRMDA
ANO21	0	1.416759	0.741	0.142	0	Endothelial cells	ANO2
FAM189A2	0	1.28867	0.673	0.157	0	Endothelial cells	FAM189A2
DSP	1.94E-302	0.654268	0.561	0.108	3.88E-299	Endothelial cells	DSP
CNKSR31	2.99E-300	1.496866	0.69	0.151	5.98E-297	Endothelial cells	CNKSR3
PTPN142	2.99E-277	1.473302	0.783	0.248	5.97E-274	Endothelial cells	PTPN14
RAI142	2.58E-275	1.595594	0.722	0.177	5.17E-272	Endothelial cells	RAI14
NTN1	1.45E-273	1.671291	0.696	0.16	2.91E-270	Endothelial cells	NTN1
EMCN1	7.48E-272	0.891674	0.668	0.156	1.50E-268	Endothelial cells	EMCN
COLEC122	1.37E-271	1.552224	0.745	0.177	2.74E-268	Endothelial cells	COLEC12
NRG31	1.98E-271	2.702731	0.733	0.167	3.96E-268	Endothelial cells	NRG3
PROX1	2.04E-271	1.892222	0.662	0.109	4.08E-268	Endothelial cells	PROX1
PDE1A	1.13E-270	2.490224	0.728	0.166	2.27E-267	Endothelial cells	PDE1A
TMOD11	1.02E-269	1.091858	0.687	0.192	2.05E-266	Endothelial cells	TMOD1
GALNT181	2.67E-269	1.444546	0.662	0.151	5.34E-266	Endothelial cells	GALNT18
RAPGEF52	1.21E-263	1.32189	0.76	0.269	2.42E-260	Endothelial cells	RAPGEF5
EFNB21	1.42E-262	1.439018	0.667	0.17	2.85E-259	Endothelial cells	EFNB2
MMRN1	1.53E-262	2.1315	0.703	0.225	3.06E-259	Endothelial cells	MMRN1
NFIB4	3.61E-262	1.172096	0.871	0.303	7.22E-259	Endothelial cells	NFIB
CLDN5	3.59E-260	0.891382	0.57	0.128	7.17E-257	Endothelial cells	CLDN5
HMCN12	5.49E-260	1.183433	0.693	0.18	1.10E-256	Endothelial cells	HMCN1
ITGA92	9.21E-259	1.560706	0.739	0.169	1.84E-255	Endothelial cells	ITGA9
SEMA3A2	1.04E-258	1.67318	0.753	0.213	2.08E-255	Endothelial cells	SEMA3A
CD362	7.92E-255	1.236672	0.832	0.26	1.58E-251	Endothelial cells	CD36
RUNX1T14	1.93E-253	1.320404	0.789	0.238	3.85E-250	Endothelial cells	RUNX1T1
L3MBTL4	2.02E-252	1.156637	0.759	0.223	4.04E-249	Endothelial cells	L3MBTL4
PODXL1	9.37E-252	0.918951	0.624	0.159	1.87E-248	Endothelial cells	PODXL
RASSF9	1.76E-251	1.521769	0.637	0.124	3.53E-248	Endothelial cells	RASSF9
ARHGAP292	1.71E-249	1.603651	0.752	0.224	3.41E-246	Endothelial cells	ARHGAP29
SNTG21	4.52E-249	1.687106	0.724	0.211	9.04E-246	Endothelial cells	SNTG2
ITGB4	1.04E-242	0.757731	0.563	0.093	2.09E-239	Endothelial cells	ITGB4
CDH111	1.19E-236	1.01162	0.646	0.159	2.39E-233	Endothelial cells	CDH11
SHANK31	4.46E-236	1.092685	0.672	0.226	8.92E-233	Endothelial cells	SHANK3
DYNC1I1	1.20E-230	1.524643	0.661	0.174	2.39E-227	Endothelial cells	DYNC1I1
TCF45	1.31E-229	1.073843	0.852	0.335	2.62E-226	Endothelial cells	TCF4
KALRN2	3.26E-226	1.646556	0.764	0.255	6.52E-223	Endothelial cells	KALRN
KDR	3.96E-225	0.93919	0.547	0.115	7.92E-222	Endothelial cells	KDR
ST51	2.06E-224	0.984036	0.654	0.179	4.13E-221	Endothelial cells	ST5
PTPRK2	3.58E-223	1.466829	0.791	0.308	7.15E-220	Endothelial cells	PTPRK
SNCAIP1	6.38E-221	1.675625	0.644	0.157	1.28E-217	Endothelial cells	SNCAIP
MEIS23	2.58E-219	1.18692	0.718	0.22	5.15E-216	Endothelial cells	MEIS2
PLXDC23	5.81E-219	1.147829	0.805	0.299	1.16E-215	Endothelial cells	PLXDC2
RNF152	1.23E-218	0.85607	0.567	0.141	2.47E-215	Endothelial cells	RNF152
PTPRM3	2.16E-217	1.095205	0.879	0.454	4.31E-214	Endothelial cells	PTPRM
IGFBP73	5.01E-216	1.48533	0.717	0.202	1.00E-212	Endothelial cells	IGFBP7
NTS	8.69E-214	1.139571	0.533	0.18	1.74E-210	Endothelial cells	NTS
FAT42	1.30E-212	1.302961	0.678	0.206	2.60E-209	Endothelial cells	FAT4
TGFA1	1.42E-204	0.728892	0.569	0.16	2.84E-201	Endothelial cells	TGFA
RASSF81	2.20E-201	0.870154	0.618	0.179	4.40E-198	Endothelial cells	RASSF8
PDLIM3	3.28E-201	0.643753	0.579	0.157	6.56E-198	Endothelial cells	PDLIM3
PHLDB22	3.88E-200	1.231863	0.766	0.303	7.77E-197	Endothelial cells	PHLDB2
TDRP1	1.21E-199	0.592876	0.564	0.157	2.43E-196	Endothelial cells	TDRP
EGFL71	2.27E-199	1.45665	0.675	0.17	4.53E-196	Endothelial cells	EGFL7
PGM52	6.06E-199	1.796731	0.716	0.26	1.21E-195	Endothelial cells	PGM5
CDH131	9.70E-198	2.18086	0.666	0.166	1.94E-194	Endothelial cells	CDH13
C6orf141	4.10E-197	0.835708	0.53	0.096	8.20E-194	Endothelial cells	C6orf141
CD9	6.29E-197	1.369822	0.638	0.23	1.26E-193	Endothelial cells	CD9
SMAD91	8.33E-193	0.799396	0.568	0.144	1.67E-189	Endothelial cells	SMAD9
EPB41L4A2	3.26E-192	1.240417	0.724	0.253	6.52E-189	Endothelial cells	EPB41L4A
AFDN1	2.08E-191	1.123793	0.732	0.294	4.15E-188	Endothelial cells	AFDN
ALDH1A21	1.84E-190	1.188651	0.626	0.204	3.69E-187	Endothelial cells	ALDH1A2
WARS1	3.32E-184	1.02912	0.653	0.232	6.63E-181	Endothelial cells	WARS
DOCK43	7.46E-184	0.830163	0.783	0.277	1.49E-180	Endothelial cells	DOCK4
ELN2	4.70E-183	0.831128	0.629	0.193	9.41E-180	Endothelial cells	ELN
APP2	1.13E-182	1.310072	0.804	0.455	2.27E-179	Endothelial cells	APP
PECAM11	9.18E-181	1.020019	0.755	0.319	1.84E-177	Endothelial cells	PECAM1
ART4	2.54E-180	1.060512	0.55	0.098	5.08E-177	Endothelial cells	ART4
TGM2	7.68E-180	0.757237	0.518	0.161	1.54E-176	Endothelial cells	TGM2
CRIM13	1.36E-179	1.141411	0.759	0.269	2.73E-176	Endothelial cells	CRIM1
DKK3	4.43E-179	0.922435	0.569	0.185	8.87E-176	Endothelial cells	DKK3
LIFR3	1.25E-177	1.3264	0.671	0.204	2.51E-174	Endothelial cells	LIFR
WWTR12	2.03E-175	1.453885	0.711	0.248	4.06E-172	Endothelial cells	WWTR1
PLA2G4A1	2.07E-175	1.094669	0.623	0.206	4.14E-172	Endothelial cells	PLA2G4A
CTNNAL11	1.27E-174	0.632961	0.61	0.216	2.55E-171	Endothelial cells	CTNNAL1
VAV31	6.42E-173	1.128732	0.77	0.366	1.28E-169	Endothelial cells	VAV3
BMP61	8.00E-172	1.33192	0.547	0.171	1.60E-168	Endothelial cells	BMP6
TEK1	1.26E-171	1.363396	0.621	0.168	2.52E-168	Endothelial cells	TEK
CFI	6.51E-170	0.654247	0.53	0.145	1.30E-166	Endothelial cells	CFI
FMNL23	5.52E-169	0.863743	0.724	0.274	1.10E-165	Endothelial cells	FMNL2
HIF3A1	8.61E-168	1.283826	0.625	0.167	1.72E-164	Endothelial cells	HIF3A
MSRB32	8.80E-163	0.913698	0.659	0.214	1.76E-159	Endothelial cells	MSRB3
PTPN3	1.04E-160	0.802097	0.599	0.188	2.09E-157	Endothelial cells	PTPN3
PLA2R11	2.30E-159	0.850113	0.613	0.196	4.60E-156	Endothelial cells	PLA2R1
SASH13	4.71E-158	0.821008	0.684	0.23	9.41E-155	Endothelial cells	SASH1
RAPGEF41	7.53E-158	1.437265	0.656	0.215	1.51E-154	Endothelial cells	RAPGEF4
OSBPL61	3.95E-157	1.015996	0.566	0.151	7.90E-154	Endothelial cells	OSBPL6
PIK3C2G	5.48E-157	1.008925	0.545	0.19	1.10E-153	Endothelial cells	PIK3C2G
KIF26B1	1.78E-156	0.842053	0.58	0.174	3.55E-153	Endothelial cells	KIF26B
GUCY1A31	7.90E-156	1.705144	0.597	0.17	1.58E-152	Endothelial cells	GUCY1A3
TLE11	2.86E-155	0.965719	0.624	0.213	5.73E-152	Endothelial cells	TLE1
CAV12	7.29E-155	1.062289	0.624	0.228	1.46E-151	Endothelial cells	CAV1
RALGAPA21	4.49E-154	1.287732	0.835	0.659	8.98E-151	Endothelial cells	RALGAPA2
SH3D193	7.91E-154	0.854898	0.78	0.349	1.58E-150	Endothelial cells	SH3D19
CD591	5.19E-153	0.826003	0.653	0.28	1.04E-149	Endothelial cells	CD59
BMP2K3	3.88E-151	0.888476	0.8	0.388	7.76E-148	Endothelial cells	BMP2K
COL4A22	1.24E-150	0.547217	0.692	0.238	2.48E-147	Endothelial cells	COL4A2
PLXNA21	7.87E-150	1.090437	0.591	0.154	1.57E-146	Endothelial cells	PLXNA2
PALM1	3.08E-149	0.703407	0.585	0.216	6.15E-146	Endothelial cells	PALM
MRC11	5.03E-148	1.118689	0.595	0.17	1.01E-144	Endothelial cells	MRC1
PDLIM12	8.93E-148	1.120788	0.598	0.187	1.79E-144	Endothelial cells	PDLIM1
MET1	4.39E-145	1.017953	0.558	0.162	8.78E-142	Endothelial cells	MET
TIE11	2.60E-144	0.677688	0.505	0.114	5.19E-141	Endothelial cells	TIE1
LHFPL63	9.51E-144	0.848652	0.735	0.295	1.90E-140	Endothelial cells	LHFPL6
LRRC11	1.73E-143	0.621357	0.591	0.228	3.46E-140	Endothelial cells	LRRC1
WDFY35	1.15E-141	0.772132	0.726	0.288	2.30E-138	Endothelial cells	WDFY3
STON22	7.61E-141	1.344316	0.595	0.187	1.52E-137	Endothelial cells	STON2
EFEMP11	1.03E-138	1.725397	0.642	0.257	2.07E-135	Endothelial cells	EFEMP1
F8	1.64E-138	0.869695	0.548	0.184	3.27E-135	Endothelial cells	F8
CDC42BPA3	7.70E-136	0.94271	0.705	0.275	1.54E-132	Endothelial cells	CDC42BPA
NR2F22	3.69E-135	0.624454	0.56	0.205	7.39E-132	Endothelial cells	NR2F2
SULF12	1.81E-134	0.753701	0.554	0.193	3.63E-131	Endothelial cells	SULF1
UACA2	1.47E-133	0.87372	0.662	0.269	2.94E-130	Endothelial cells	UACA
WDR49	2.07E-132	0.55079	0.505	0.184	4.14E-129	Endothelial cells	WDR49
AFAP1L11	7.97E-132	1.014422	0.564	0.214	1.59E-128	Endothelial cells	AFAP1L1
FRMD62	8.49E-132	1.073194	0.56	0.181	1.70E-128	Endothelial cells	FRMD6
