	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Styxl1	0	0.558369604	0.211	0.034	0	male_epithelial	Styxl1
Sco2	0	0.558030079	0.165	0.002	0	male_epithelial	Sco2
Dydc1	0	0.557758797	0.172	0	0	male_epithelial	Dydc1
Lpin2	0	0.557370097	0.29	0.088	0	male_epithelial	Lpin2
Sgms1	0	0.557189177	0.885	0.595	0	male_epithelial	Sgms1
Sytl5	0	0.556712259	0.123	0.006	0	male_epithelial	Sytl5
Acox3	0	0.556672442	0.322	0.114	0	male_epithelial	Acox3
Plcd4	0	0.556174884	0.174	0.009	0	male_epithelial	Plcd4
6530403H02Rik	0	0.555850571	0.148	0.003	0	male_epithelial	6530403H02Rik
Wdr31	0	0.554129749	0.2	0.006	0	male_epithelial	Wdr31
Slc16a21	0	0.552840954	0.266	0.064	0	male_epithelial	Slc16a2
Ankrd45	0	0.552520823	0.175	0	0	male_epithelial	Ankrd45
Nat6	0	0.552394693	0.205	0.026	0	male_epithelial	Nat6
Sgpp1	0	0.551411191	0.316	0.073	0	male_epithelial	Sgpp1
Rerg1	0	0.551072249	0.16	0.025	0	male_epithelial	Rerg
BC034090	0	0.55014284	0.228	0.027	0	male_epithelial	BC034090
Tbc1d301	0	0.548888943	0.162	0.019	0	male_epithelial	Tbc1d30
Btg31	0	0.548152838	0.206	0.042	0	male_epithelial	Btg3
Hacd21	0	0.547702692	0.554	0.225	0	male_epithelial	Hacd2
Slc25a131	0	0.547663592	0.354	0.106	0	male_epithelial	Slc25a13
Slc38a4	0	0.547361627	0.123	0.003	0	male_epithelial	Slc38a4
2610301B20Rik	0	0.545897606	0.249	0.057	0	male_epithelial	2610301B20Rik
Mettl7a11	0	0.545468057	0.276	0.081	0	male_epithelial	Mettl7a1
Usp54	0	0.544815635	0.377	0.13	0	male_epithelial	Usp54
Eno4	0	0.544517705	0.187	0.005	0	male_epithelial	Eno4
Pts	0	0.542416069	0.318	0.114	0	male_epithelial	Pts
Sec14l4	0	0.54125822	0.177	0.005	0	male_epithelial	Sec14l4
Slc1a1	0	0.540748931	0.138	0.006	0	male_epithelial	Slc1a1
Tmbim41	0	0.539419632	0.261	0.067	0	male_epithelial	Tmbim4
Gm12576	0	0.539414807	0.18	0	0	male_epithelial	Gm12576
Dnah7a	0	0.53715754	0.142	0.002	0	male_epithelial	Dnah7a
Mycbpap	0	0.537145564	0.18	0.006	0	male_epithelial	Mycbpap
Prom21	0	0.536858026	0.15	0.006	0	male_epithelial	Prom2
Mpzl21	0	0.536029803	0.185	0.011	0	male_epithelial	Mpzl2
Sfxn2	0	0.534536495	0.264	0.072	0	male_epithelial	Sfxn2
Whrn	0	0.533695887	0.178	0.015	0	male_epithelial	Whrn
Cd24a	0	0.533492742	0.183	0.007	0	male_epithelial	Cd24a
Rbfox3	0	0.533004881	0.151	0.006	0	male_epithelial	Rbfox3
Slc6a9	0	0.531098046	0.19	0.009	0	male_epithelial	Slc6a9
Traf3ip1	0	0.530835534	0.226	0.044	0	male_epithelial	Traf3ip1
Ica11	0	0.529032984	0.242	0.059	0	male_epithelial	Ica1
Spata71	0	0.528966211	0.263	0.078	0	male_epithelial	Spata7
Rif11	0	0.528536727	0.502	0.236	0	male_epithelial	Rif1
Dnaaf3	0	0.528224575	0.175	0.005	0	male_epithelial	Dnaaf3
Ak8	0	0.52805476	0.202	0.032	0	male_epithelial	Ak8
Impa1	0	0.52709458	0.221	0.057	0	male_epithelial	Impa1
AC163661.1	0	0.526628839	0.199	0.03	0	male_epithelial	AC163661.1
Khdrbs31	0	0.526454683	0.259	0.06	0	male_epithelial	Khdrbs3
Afap1l21	0	0.526004006	0.292	0.096	0	male_epithelial	Afap1l2
Ttc12	0	0.525856819	0.259	0.054	0	male_epithelial	Ttc12
Gm21976	0	0.525383915	0.155	0.001	0	male_epithelial	Gm21976
Nr2f2	0	0.524858907	0.289	0.071	0	male_epithelial	Nr2f2
Gm45846	0	0.523693258	0.136	0.008	0	male_epithelial	Gm45846
Tmc41	0	0.523500162	0.225	0.032	0	male_epithelial	Tmc4
Iah1	0	0.523249981	0.332	0.126	0	male_epithelial	Iah1
Stk36	0	0.521530197	0.185	0.01	0	male_epithelial	Stk36
Sult1c2	0	0.521393275	0.163	0	0	male_epithelial	Sult1c2
9230110C19Rik	0	0.518812511	0.193	0.025	0	male_epithelial	9230110C19Rik
Mgat3	0	0.518548266	0.175	0.019	0	male_epithelial	Mgat3
Tulp3	0	0.518303097	0.296	0.105	0	male_epithelial	Tulp3
Fbp1	0	0.51750305	0.118	0.001	0	male_epithelial	Fbp1
Trp73	0	0.517104727	0.172	0.002	0	male_epithelial	Trp73
Tpd52l1	0	0.516687533	0.156	0.012	0	male_epithelial	Tpd52l1
Llgl2	0	0.515520622	0.19	0.023	0	male_epithelial	Llgl2
Cmtm4	0	0.514978816	0.297	0.08	0	male_epithelial	Cmtm4
Gm26854	0	0.514155742	0.182	0.017	0	male_epithelial	Gm26854
Myo15b	0	0.513960917	0.14	0.001	0	male_epithelial	Myo15b
Arl4c	0	0.512794957	0.212	0.02	0	male_epithelial	Arl4c
Tmprss21	0	0.511941399	0.179	0.017	0	male_epithelial	Tmprss2
Cep162	0	0.511656533	0.356	0.133	0	male_epithelial	Cep162
Erbb31	0	0.510625781	0.181	0.022	0	male_epithelial	Erbb3
5330413P13Rik	0	0.509786677	0.156	0.001	0	male_epithelial	5330413P13Rik
Epcam1	0	0.509739261	0.199	0.022	0	male_epithelial	Epcam
Ift57	0	0.509038431	0.264	0.063	0	male_epithelial	Ift57
4930452B06Rik	0	0.508385059	0.161	0.002	0	male_epithelial	4930452B06Rik
Stk32c	0	0.508079743	0.181	0.012	0	male_epithelial	Stk32c
Gm44127	0	0.50707684	0.145	0.001	0	male_epithelial	Gm44127
Cux21	0	0.506176325	0.198	0.049	0	male_epithelial	Cux2
K230010J24Rik	0	0.505625142	0.194	0.024	0	male_epithelial	K230010J24Rik
Rab20	0	0.505598213	0.193	0.026	0	male_epithelial	Rab20
Gclc1	0	0.50509603	0.324	0.115	0	male_epithelial	Gclc
Foxred2	0	0.504576374	0.178	0.015	0	male_epithelial	Foxred2
Ttll11	0	0.504301339	0.205	0.039	0	male_epithelial	Ttll11
Tpd521	0	0.503211864	0.516	0.189	0	male_epithelial	Tpd52
Ttll6	0	0.503146224	0.158	0.001	0	male_epithelial	Ttll6
B230118H07Rik	0	0.500712058	0.252	0.079	0	male_epithelial	B230118H07Rik
Eno1	0	0.500389362	0.24	0.074	0	male_epithelial	Eno1
Gm10138	0	0.49950016	0.193	0.027	0	male_epithelial	Gm10138
Kif26b1	0	0.4992902	0.194	0.034	0	male_epithelial	Kif26b
Zfp6121	0	0.49911488	0.213	0.05	0	male_epithelial	Zfp612
Gm1661	0	0.498890913	0.179	0.009	0	male_epithelial	Gm1661
Etnk2	0	0.497996683	0.138	0.004	0	male_epithelial	Etnk2
Nudt19	0	0.497850654	0.148	0.012	0	male_epithelial	Nudt19
Gm28729	0	0.497786019	0.159	0.002	0	male_epithelial	Gm28729
Megf11	0	0.49761086	0.195	0.038	0	male_epithelial	Megf11
Ip6k21	0	0.497307839	0.342	0.128	0	male_epithelial	Ip6k2
Wdr34	0	0.497097348	0.227	0.049	0	male_epithelial	Wdr34
Plet1os	0	0.496779801	0.161	0.008	0	male_epithelial	Plet1os
Kank1	0	0.49664319	0.485	0.214	0	male_epithelial	Kank1
Prdm11	0	0.496298977	0.212	0.05	0	male_epithelial	Prdm11
Alad	0	0.49552629	0.151	0.027	0	male_epithelial	Alad
Cfap57	0	0.494738167	0.164	0.001	0	male_epithelial	Cfap57
Cfap100	0	0.494698358	0.169	0.008	0	male_epithelial	Cfap100
Osbpl31	0	0.494250089	0.375	0.129	0	male_epithelial	Osbpl3
Tspan121	0	0.49350569	0.491	0.191	0	male_epithelial	Tspan12
Catip	0	0.492396329	0.171	0.003	0	male_epithelial	Catip
Lrriq3	0	0.491016271	0.183	0.031	0	male_epithelial	Lrriq3
Fbxo16	0	0.490913016	0.172	0.006	0	male_epithelial	Fbxo16
Nck21	0	0.490611016	0.495	0.226	0	male_epithelial	Nck2
Ocln1	0	0.490536015	0.192	0.018	0	male_epithelial	Ocln
Mcoln3	0	0.489786562	0.143	0.001	0	male_epithelial	Mcoln3
2610027K06Rik	0	0.488803163	0.199	0.037	0	male_epithelial	2610027K06Rik
Ntn11	0	0.486992579	0.443	0.182	0	male_epithelial	Ntn1
Efcab1	0	0.486926869	0.168	0.002	0	male_epithelial	Efcab1
Sytl4	0	0.486833714	0.142	0.018	0	male_epithelial	Sytl4
BC051142	0	0.486362266	0.167	0.016	0	male_epithelial	BC051142
Prps2	0	0.48557648	0.194	0.026	0	male_epithelial	Prps2
Rogdi	0	0.485368445	0.206	0.029	0	male_epithelial	Rogdi
Tmem67	0	0.485067839	0.219	0.036	0	male_epithelial	Tmem67
Kif26a	0	0.485052251	0.166	0.005	0	male_epithelial	Kif26a
Fbxl2	0	0.484787338	0.354	0.13	0	male_epithelial	Fbxl2
Gm15997	0	0.484462891	0.144	0.002	0	male_epithelial	Gm15997
Npnt	0	0.484150255	0.14	0.012	0	male_epithelial	Npnt
Iqcd	0	0.48379613	0.171	0.007	0	male_epithelial	Iqcd
Ripor2	0	0.483575855	0.314	0.063	0	male_epithelial	Ripor2
Gm14764	0	0.483493206	0.128	0.006	0	male_epithelial	Gm14764
Cutal	0	0.481056476	0.14	0.003	0	male_epithelial	Cutal
Gm20646	0	0.480501058	0.149	0	0	male_epithelial	Gm20646
Crim11	0	0.480391264	0.645	0.317	0	male_epithelial	Crim1
Rcbtb1	0	0.47960026	0.289	0.101	0	male_epithelial	Rcbtb1
Wipf31	0	0.478401442	0.222	0.032	0	male_epithelial	Wipf3
Ldhd	0	0.477320003	0.147	0.018	0	male_epithelial	Ldhd
Rsph1	0	0.476466598	0.161	0.001	0	male_epithelial	Rsph1
Pou6f1	0	0.476235692	0.298	0.103	0	male_epithelial	Pou6f1
Xrcc5	0	0.475795721	0.263	0.077	0	male_epithelial	Xrcc5
Slc25a30	0	0.474233554	0.236	0.07	0	male_epithelial	Slc25a30
Myh141	0	0.471928855	0.187	0.028	0	male_epithelial	Myh14
Arhgap421	0	0.470788652	0.603	0.295	0	male_epithelial	Arhgap42
Col26a1	0	0.469525206	0.141	0.003	0	male_epithelial	Col26a1
4930511M06Rik	0	0.468826057	0.255	0.073	0	male_epithelial	4930511M06Rik
Adam11	0	0.468594245	0.12	0.002	0	male_epithelial	Adam11
Gm17225	0	0.468302323	0.151	0.001	0	male_epithelial	Gm17225
Camk2n11	0	0.468291908	0.198	0.034	0	male_epithelial	Camk2n1
Gclm	0	0.468264344	0.258	0.082	0	male_epithelial	Gclm
Rabl2	0	0.468192752	0.194	0.022	0	male_epithelial	Rabl2
Sirt3	0	0.46790526	0.264	0.074	0	male_epithelial	Sirt3
Bspry1	0	0.467605581	0.149	0.006	0	male_epithelial	Bspry
Wfdc8	0	0.466344548	0.141	0	0	male_epithelial	Wfdc8
Fam167a	0	0.465990098	0.166	0.007	0	male_epithelial	Fam167a
2610028H24Rik	0	0.465370829	0.15	0.001	0	male_epithelial	2610028H24Rik
Cdh16	0	0.465172661	0.137	0	0	male_epithelial	Cdh16
Smarca1	0	0.46483298	0.127	0.014	0	male_epithelial	Smarca1
Sgsm1	0	0.464721264	0.161	0.007	0	male_epithelial	Sgsm1
Fbxo10	0	0.46426996	0.21	0.048	0	male_epithelial	Fbxo10
Mipep	0	0.464172287	0.269	0.09	0	male_epithelial	Mipep
Cfap201	0	0.462503838	0.3	0.104	0	male_epithelial	Cfap20
Gm12295	0	0.461710799	0.129	0.003	0	male_epithelial	Gm12295
Fgfr1op	0	0.461277962	0.287	0.096	0	male_epithelial	Fgfr1op
Hoxd3os1	0	0.459876089	0.192	0.036	0	male_epithelial	Hoxd3os1
Agbl2	0	0.45935332	0.16	0.004	0	male_epithelial	Agbl2
Myo7a	0	0.458851421	0.211	0.035	0	male_epithelial	Myo7a
Dnali1	0	0.458344647	0.155	0.001	0	male_epithelial	Dnali1
Smtnl2	0	0.457857197	0.126	0.015	0	male_epithelial	Smtnl2
Ccp110	0	0.456945457	0.215	0.039	0	male_epithelial	Ccp110
Gm9968	0	0.456796331	0.193	0.042	0	male_epithelial	Gm9968
F11r1	0	0.456327076	0.265	0.075	0	male_epithelial	F11r
Sacs	0	0.455724084	0.182	0.032	0	male_epithelial	Sacs
Sfmbt2	0	0.455072024	0.121	0.011	0	male_epithelial	Sfmbt2
Slc31a1	0	0.454436975	0.246	0.077	0	male_epithelial	Slc31a1
Slc25a15	0	0.45403679	0.163	0.013	0	male_epithelial	Slc25a15
Bcas3os1	0	0.453856713	0.184	0.04	0	male_epithelial	Bcas3os1
Smim1	0	0.452588422	0.169	0.027	0	male_epithelial	Smim1
Ckb	0	0.452548531	0.224	0.033	0	male_epithelial	Ckb
Caps2	0	0.451318294	0.154	0.001	0	male_epithelial	Caps2
Susd3	0	0.450962966	0.184	0.036	0	male_epithelial	Susd3
Mthfd1l	0	0.450857718	0.224	0.055	0	male_epithelial	Mthfd1l
Ets21	0	0.450313738	0.174	0.028	0	male_epithelial	Ets2
Scube3	0	0.449497583	0.155	0.004	0	male_epithelial	Scube3
Fsip1	0	0.449358537	0.148	0.001	0	male_epithelial	Fsip1
Celsr21	0	0.448450673	0.202	0.03	0	male_epithelial	Celsr2
Paics	0	0.447490793	0.231	0.06	0	male_epithelial	Paics
Cd821	0	0.446648978	0.179	0.026	0	male_epithelial	Cd82
Got2	0	0.446299938	0.198	0.036	0	male_epithelial	Got2
Gm14280	0	0.445978573	0.133	0.001	0	male_epithelial	Gm14280
Kctd14	0	0.444708254	0.129	0.003	0	male_epithelial	Kctd14
Tjp31	0	0.444154912	0.152	0.012	0	male_epithelial	Tjp3
Slc30a2	0	0.443638189	0.145	0.001	0	male_epithelial	Slc30a2
Gm26883	0	0.443575603	0.626	0.31	0	male_epithelial	Gm26883
Arrdc2	0	0.44263533	0.153	0.033	0	male_epithelial	Arrdc2
Lhx1	0	0.441701781	0.124	0	0	male_epithelial	Lhx1
Ano9	0	0.440026679	0.121	0.003	0	male_epithelial	Ano9
Zfp618	0	0.43879282	0.208	0.057	0	male_epithelial	Zfp618
Fam184b	0	0.438068258	0.128	0.002	0	male_epithelial	Fam184b
Ttll8	0	0.43804738	0.151	0.001	0	male_epithelial	Ttll8
Rimklb	0	0.437273806	0.166	0.016	0	male_epithelial	Rimklb
Ccdc17	0	0.436434988	0.163	0.015	0	male_epithelial	Ccdc17
Pifo	0	0.434258625	0.156	0.002	0	male_epithelial	Pifo
Emx2os	0	0.434214065	0.288	0.09	0	male_epithelial	Emx2os
Lhx1os	0	0.433285547	0.129	0	0	male_epithelial	Lhx1os
Mpzl11	0	0.432418138	0.224	0.05	0	male_epithelial	Mpzl1
Lmntd1	0	0.432387794	0.113	0.019	0	male_epithelial	Lmntd1
Prr5	0	0.431162537	0.158	0.039	0	male_epithelial	Prr5
Cgn1	0	0.430586495	0.156	0.024	0	male_epithelial	Cgn
Rap1gap1	0	0.430383259	0.146	0.014	0	male_epithelial	Rap1gap
Ppp1r1b	0	0.429174094	0.136	0.001	0	male_epithelial	Ppp1r1b
Itpr3	0	0.428965791	0.2	0.053	0	male_epithelial	Itpr3
Tcte1	0	0.428188629	0.145	0	0	male_epithelial	Tcte1
5430403G16Rik	0	0.428083764	0.178	0.021	0	male_epithelial	5430403G16Rik
Rassf91	0	0.427804128	0.166	0.022	0	male_epithelial	Rassf9
Klhl32	0	0.427250701	0.145	0.01	0	male_epithelial	Klhl32
Tctn1	0	0.426633383	0.215	0.048	0	male_epithelial	Tctn1
Dlec1	0	0.426564459	0.159	0.007	0	male_epithelial	Dlec1
Aadac	0	0.425912007	0.127	0.008	0	male_epithelial	Aadac
Ift122	0	0.425395328	0.249	0.071	0	male_epithelial	Ift122
Rnf26	0	0.425118364	0.175	0.035	0	male_epithelial	Rnf26
Fgfr3	0	0.423724232	0.127	0.009	0	male_epithelial	Fgfr3
Hrasls	0	0.423036482	0.155	0.002	0	male_epithelial	Hrasls
Scoc	0	0.421718408	0.17	0.039	0	male_epithelial	Scoc
Dnah1	0	0.421312458	0.15	0.001	0	male_epithelial	Dnah1
Ldhb	0	0.420985603	0.162	0.026	0	male_epithelial	Ldhb
Tmc7	0	0.42064488	0.147	0.011	0	male_epithelial	Tmc7
Pbxip11	0	0.420224918	0.284	0.095	0	male_epithelial	Pbxip1
Tcea3	0	0.419295609	0.176	0.032	0	male_epithelial	Tcea3
Tctn2	0	0.418329009	0.172	0.02	0	male_epithelial	Tctn2
Epb41l4b1	0	0.417541232	0.208	0.037	0	male_epithelial	Epb41l4b
Calml3	0	0.417021365	0.104	0	0	male_epithelial	Calml3
Hpn	0	0.415316649	0.139	0.011	0	male_epithelial	Hpn
Pih1d2	0	0.415065183	0.158	0.004	0	male_epithelial	Pih1d2
Clrn3	0	0.414079421	0.122	0	0	male_epithelial	Clrn3
Gm45083	0	0.413834163	0.104	0	0	male_epithelial	Gm45083
B130024G19Rik	0	0.41325416	0.173	0.035	0	male_epithelial	B130024G19Rik
Ppp1r42	0	0.413121946	0.141	0.002	0	male_epithelial	Ppp1r42
Ccdc113	0	0.412921193	0.148	0	0	male_epithelial	Ccdc113
Fam81a	0	0.41218417	0.138	0.001	0	male_epithelial	Fam81a
BC0653971	0	0.411778067	0.202	0.056	0	male_epithelial	BC065397
Dnajc22	0	0.411530946	0.144	0.001	0	male_epithelial	Dnajc22
Baiap2l2	0	0.410618047	0.11	0.001	0	male_epithelial	Baiap2l2
Dmtn	0	0.4104634	0.161	0.037	0	male_epithelial	Dmtn
Cldn10	0	0.409448451	0.134	0.023	0	male_epithelial	Cldn10
1700001C02Rik	0	0.408673789	0.145	0	0	male_epithelial	1700001C02Rik
Rbm11	0	0.408511649	0.121	0.001	0	male_epithelial	Rbm11
Neu2	0	0.408123654	0.109	0.003	0	male_epithelial	Neu2
Efcab11	0	0.407405439	0.157	0.028	0	male_epithelial	Efcab11
Tpmt	0	0.407006404	0.156	0.034	0	male_epithelial	Tpmt
Rgs11	0	0.405962025	0.147	0.007	0	male_epithelial	Rgs11
Mal21	0	0.405902805	0.152	0.015	0	male_epithelial	Mal2
Slc6a20b	0	0.405702992	0.123	0.022	0	male_epithelial	Slc6a20b
Gm867	0	0.405681205	0.14	0.005	0	male_epithelial	Gm867
Ralgps2	0	0.405006402	0.275	0.076	0	male_epithelial	Ralgps2
Gm14634	0	0.404692905	0.147	0.028	0	male_epithelial	Gm14634
Mgam	0	0.40446294	0.117	0.003	0	male_epithelial	Mgam
Fam81b	0	0.403171869	0.124	0.001	0	male_epithelial	Fam81b
Fbp2	0	0.402330261	0.113	0.001	0	male_epithelial	Fbp2
Npl	0	0.400608655	0.188	0.047	0	male_epithelial	Npl
Egfl6	0	0.400230519	0.102	0.003	0	male_epithelial	Egfl6
Gm8739	0	0.400198253	0.141	0.024	0	male_epithelial	Gm8739
Fbxw25	0	0.399871447	0.134	0	0	male_epithelial	Fbxw25
Slco2a11	0	0.399506941	0.249	0.077	0	male_epithelial	Slco2a1
Gm9951	0	0.397819847	0.122	0.017	0	male_epithelial	Gm9951
Gm26700	0	0.397564446	0.116	0	0	male_epithelial	Gm26700
Sptb1	0	0.397385223	0.127	0.023	0	male_epithelial	Sptb
Riiad1	0	0.39613392	0.187	0.034	0	male_epithelial	Riiad1
Gm29724	0	0.39575076	0.141	0.015	0	male_epithelial	Gm29724
Mdh1b	0	0.395628691	0.135	0.001	0	male_epithelial	Mdh1b
Ssx2ip1	0	0.395196748	0.16	0.028	0	male_epithelial	Ssx2ip
Rab36	0	0.394657802	0.161	0.014	0	male_epithelial	Rab36
Acat3	0	0.394537276	0.102	0.004	0	male_epithelial	Acat3
Sox41	0	0.394279012	0.213	0.048	0	male_epithelial	Sox4
Oscp1	0	0.393949416	0.176	0.025	0	male_epithelial	Oscp1
Arhgap271	0	0.393268767	0.178	0.031	0	male_epithelial	Arhgap27
Hexdc	0	0.39223192	0.182	0.046	0	male_epithelial	Hexdc
AC147241.1	0	0.391749568	0.128	0.002	0	male_epithelial	AC147241.1
Pantr1	0	0.390194739	0.122	0.001	0	male_epithelial	Pantr1
Plscr11	0	0.390114809	0.167	0.033	0	male_epithelial	Plscr1
Agr3	0	0.389983537	0.121	0	0	male_epithelial	Agr3
4930486I03Rik	0	0.389913768	0.102	0.001	0	male_epithelial	4930486I03Rik
Ikzf41	0	0.389029005	0.126	0.012	0	male_epithelial	Ikzf4
Gfra1	0	0.388943056	0.106	0.007	0	male_epithelial	Gfra1
Arhgef51	0	0.388213987	0.161	0.026	0	male_epithelial	Arhgef5
Bmp7	0	0.387020441	0.149	0.015	0	male_epithelial	Bmp7
Pde9a1	0	0.385948111	0.162	0.015	0	male_epithelial	Pde9a
Gm36908	0	0.385563866	0.132	0	0	male_epithelial	Gm36908
Lamc21	0	0.384787766	0.15	0.018	0	male_epithelial	Lamc2
Aqp9	0	0.384589698	0.138	0.017	0	male_epithelial	Aqp9
Igfn1	0	0.384322848	0.106	0	0	male_epithelial	Igfn1
Neurl1a	0	0.3836997	0.146	0.008	0	male_epithelial	Neurl1a
Cys1	0	0.38369626	0.175	0.034	0	male_epithelial	Cys1
Scml41	0	0.38274827	0.273	0.046	0	male_epithelial	Scml4
Rab11fip4	0	0.381865862	0.136	0.019	0	male_epithelial	Rab11fip4
Samd13	0	0.381081924	0.113	0.003	0	male_epithelial	Samd13
Cfap99	0	0.38090268	0.149	0.026	0	male_epithelial	Cfap99
Zfp956	0	0.380482262	0.17	0.034	0	male_epithelial	Zfp956
Anks4b	0	0.38021227	0.107	0	0	male_epithelial	Anks4b
Gm15241	0	0.379792578	0.11	0.003	0	male_epithelial	Gm15241
Ccdc181	0	0.378888525	0.161	0.02	0	male_epithelial	Ccdc181
Hyal1	0	0.378030067	0.179	0.045	0	male_epithelial	Hyal1
1700110K17Rik	0	0.376876074	0.144	0.013	0	male_epithelial	1700110K17Rik
Gm15860	0	0.376247446	0.143	0.016	0	male_epithelial	Gm15860
Slc44a4	0	0.374749782	0.137	0.004	0	male_epithelial	Slc44a4
Mtcl11	0	0.374419164	0.157	0.036	0	male_epithelial	Mtcl1
Srcin11	0	0.374008274	0.15	0.016	0	male_epithelial	Srcin1
Ildr11	0	0.373762537	0.149	0.018	0	male_epithelial	Ildr1
Clip41	0	0.373012569	0.241	0.058	0	male_epithelial	Clip4
Slc16a11	0	0.371728794	0.125	0.003	0	male_epithelial	Slc16a11
Chn1	0	0.370658438	0.148	0.023	0	male_epithelial	Chn1
Gmpr	0	0.369961653	0.147	0.026	0	male_epithelial	Gmpr
Pank1	0	0.36986028	0.156	0.035	0	male_epithelial	Pank1
CT009546.2	0	0.368749928	0.124	0.001	0	male_epithelial	CT009546.2
Acot11	0	0.368289989	0.168	0.034	0	male_epithelial	Acot11
Fam60a1	0	0.366723192	0.157	0.021	0	male_epithelial	Fam60a
Gm84391	0	0.365490916	0.121	0.011	0	male_epithelial	Gm8439
Tc2n	0	0.365229436	0.139	0.018	0	male_epithelial	Tc2n
Arhgef16	0	0.365019441	0.12	0.005	0	male_epithelial	Arhgef16
Tspoap1	0	0.364862475	0.15	0.009	0	male_epithelial	Tspoap1
Cthrc1	0	0.363951192	0.117	0.011	0	male_epithelial	Cthrc1
Hoxb5	0	0.363881974	0.149	0.022	0	male_epithelial	Hoxb5
Fam159a	0	0.362860017	0.12	0	0	male_epithelial	Fam159a
Il17rb	0	0.362818322	0.118	0.013	0	male_epithelial	Il17rb
Dkk3	0	0.361362872	0.16	0.025	0	male_epithelial	Dkk3
Mid1ip1	0	0.360641991	0.145	0.019	0	male_epithelial	Mid1ip1
Bbs2	0	0.360625557	0.174	0.04	0	male_epithelial	Bbs2
Gm128601	0	0.359807635	0.112	0.006	0	male_epithelial	Gm12860
Slc38a3	0	0.359565217	0.105	0.003	0	male_epithelial	Slc38a3
Tbc1d9	0	0.359492823	0.311	0.095	0	male_epithelial	Tbc1d9
Bbs5	0	0.357586624	0.198	0.054	0	male_epithelial	Bbs5
Wdr19	0	0.356524179	0.184	0.037	0	male_epithelial	Wdr19
Acot6	0	0.356359189	0.145	0.017	0	male_epithelial	Acot6
Ccdc681	0	0.355309414	0.12	0.016	0	male_epithelial	Ccdc68
Efcab12	0	0.355254308	0.146	0.005	0	male_epithelial	Efcab12
Tymp	0	0.35503006	0.126	0.002	0	male_epithelial	Tymp
Ankrd54	0	0.354879031	0.182	0.037	0	male_epithelial	Ankrd54
Thnsl2	0	0.35466152	0.139	0.021	0	male_epithelial	Thnsl2
Bcl11b	0	0.354499203	0.112	0.006	0	male_epithelial	Bcl11b
Lzts3	0	0.353796726	0.118	0.01	0	male_epithelial	Lzts3
Ogdhl	0	0.353433046	0.101	0.002	0	male_epithelial	Ogdhl
Ttc9	0	0.353385783	0.132	0.007	0	male_epithelial	Ttc9
Hoxb3os1	0	0.352379452	0.165	0.038	0	male_epithelial	Hoxb3os
Pgf	0	0.352343539	0.101	0.004	0	male_epithelial	Pgf
Gm14963	0	0.352308497	0.162	0.032	0	male_epithelial	Gm14963
Ttc34	0	0.351575997	0.132	0	0	male_epithelial	Ttc34
Ccdc158	0	0.351350363	0.135	0.009	0	male_epithelial	Ccdc158
Pcp4l1	0	0.351320166	0.116	0.006	0	male_epithelial	Pcp4l1
Ccdc13	0	0.35121154	0.126	0.001	0	male_epithelial	Ccdc13
9530036O11Rik	0	0.350652247	0.112	0.003	0	male_epithelial	9530036O11Rik
Chchd7	0	0.348765128	0.138	0.023	0	male_epithelial	Chchd7
Hdac111	0	0.348626748	0.137	0.013	0	male_epithelial	Hdac11
Ccdc151	0	0.348197227	0.129	0.001	0	male_epithelial	Ccdc151
EPPK11	0	0.346483702	0.142	0.014	0	male_epithelial	EPPK1
Tcf7	0	0.345740863	0.142	0.003	0	male_epithelial	Tcf7
Galns	0	0.344664235	0.186	0.047	0	male_epithelial	Galns
Tcte21	0	0.343690944	0.297	0.092	0	male_epithelial	Tcte2
Cyp4f15	0	0.342849164	0.111	0.001	0	male_epithelial	Cyp4f15
Slc25a18	0	0.342715406	0.143	0.015	0	male_epithelial	Slc25a18
Rragd	0	0.337796115	0.109	0.006	0	male_epithelial	Rragd
Cfap73	0	0.334950737	0.132	0.002	0	male_epithelial	Cfap73
Tmem64	0	0.334593676	0.163	0.033	0	male_epithelial	Tmem64
Tctex1d1	0	0.333031914	0.11	0	0	male_epithelial	Tctex1d1
Proc	0	0.332181551	0.12	0.003	0	male_epithelial	Proc
Dyrk3	0	0.331862464	0.125	0.004	0	male_epithelial	Dyrk3
Tctn3	0	0.331096683	0.179	0.042	0	male_epithelial	Tctn3
Gm106851	0	0.330487307	0.114	0.007	0	male_epithelial	Gm10685
Gm26901	0	0.330010098	0.104	0.017	0	male_epithelial	Gm26901
Adgrv1	0	0.32959638	0.117	0.013	0	male_epithelial	Adgrv1
Gm42477	0	0.327639844	0.148	0.022	0	male_epithelial	Gm42477
Hip1r1	0	0.326215764	0.185	0.043	0	male_epithelial	Hip1r
Pde6h	0	0.326143988	0.128	0.018	0	male_epithelial	Pde6h
Hoxb8	0	0.32608786	0.107	0.004	0	male_epithelial	Hoxb8
Gm28727	0	0.325218594	0.175	0.033	0	male_epithelial	Gm28727
Odf3b	0	0.325215996	0.122	0	0	male_epithelial	Odf3b
Aqp4	0	0.321684423	0.115	0	0	male_epithelial	Aqp4
Ttll9	0	0.321530303	0.122	0.002	0	male_epithelial	Ttll9
As3mt	0	0.320525553	0.156	0.035	0	male_epithelial	As3mt
Ccdc81	0	0.320094558	0.107	0.002	0	male_epithelial	Ccdc81
