	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Ccdc129	0	4.7095407	0.761	0.002	0	female_epithelial	Ccdc129
Erbb4	0	4.237294571	0.698	0.063	0	female_epithelial	Erbb4
Dlg2	0	4.007807062	0.516	0.149	0	female_epithelial	Dlg2
Prlr	0	3.937682964	0.242	0.105	0	female_epithelial	Prlr
Wnt5b	0	3.849075817	0.694	0.061	0	female_epithelial	Wnt5b
Adgrl3	0	3.832745006	0.749	0.031	0	female_epithelial	Adgrl3
BC006965	0	3.747806651	0.708	0.004	0	female_epithelial	BC006965
Grip1	0	3.678025556	0.641	0.027	0	female_epithelial	Grip1
Ntng1	0	3.545969838	0.667	0.009	0	female_epithelial	Ntng1
Csmd1	0	3.519503781	0.652	0.046	0	female_epithelial	Csmd1
Trps1	0	3.457530409	0.933	0.549	0	female_epithelial	Trps1
Npas3	0	3.42280563	0.757	0.066	0	female_epithelial	Npas3
Thsd4	0	3.378086014	0.816	0.084	0	female_epithelial	Thsd4
Kit	0	3.376041868	0.643	0.017	0	female_epithelial	Kit
Slc12a2	0	3.329085968	0.225	0.069	0	female_epithelial	Slc12a2
Nrxn3	0	3.31304339	0.176	0.026	0	female_epithelial	Nrxn3
Fcgbp	0	3.300896064	0.533	0.001	0	female_epithelial	Fcgbp
2610307P16Rik	0	3.248956711	0.89	0.09	0	female_epithelial	2610307P16Rik
Kcnd2	0	3.206152533	0.396	0.022	0	female_epithelial	Kcnd2
Apobec3	0	3.175345128	0.876	0.127	0	female_epithelial	Apobec3
Ntn1	0	3.166097648	0.709	0.161	0	female_epithelial	Ntn1
Tmem56	0	3.071013023	0.198	0.011	0	female_epithelial	Tmem56
Ptprk	0	3.018952509	0.923	0.217	0	female_epithelial	Ptprk
Ptn	0	2.997214724	0.207	0.002	0	female_epithelial	Ptn
Gna14	0	2.963069608	0.611	0.02	0	female_epithelial	Gna14
Map2	0	2.942695168	0.639	0.018	0	female_epithelial	Map2
Scml4	0	2.925649169	0.573	0.023	0	female_epithelial	Scml4
Ank3	0	2.923461337	0.805	0.045	0	female_epithelial	Ank3
Gpc6	0	2.847436933	0.832	0.277	0	female_epithelial	Gpc6
Col4a6	0	2.836352869	0.727	0.062	0	female_epithelial	Col4a6
Shank2	0	2.797316009	0.673	0.045	0	female_epithelial	Shank2
Etl4	0	2.775190033	0.862	0.079	0	female_epithelial	Etl4
Barx2	0	2.761940409	0.49	0.002	0	female_epithelial	Barx2
Gata3	0	2.756941988	0.607	0.004	0	female_epithelial	Gata3
Shroom3	0	2.754205458	0.775	0.156	0	female_epithelial	Shroom3
Cytip	0	2.733779628	0.467	0.043	0	female_epithelial	Cytip
Tcte2	0	2.703652812	0.655	0.067	0	female_epithelial	Tcte2
Slc7a2	0	2.658226742	0.207	0.013	0	female_epithelial	Slc7a2
Ltbp1	0	2.634492419	0.696	0.209	0	female_epithelial	Ltbp1
Coro2a	0	2.597833376	0.672	0.096	0	female_epithelial	Coro2a
Cxadr	0	2.590868623	0.652	0.063	0	female_epithelial	Cxadr
Csn3	0	2.57563534	0.369	0	0	female_epithelial	Csn3
Cadps2	0	2.541076045	0.747	0.11	0	female_epithelial	Cadps2
Lgr6	0	2.506384766	0.53	0.002	0	female_epithelial	Lgr6
Ehf	0	2.475422913	0.483	0.008	0	female_epithelial	Ehf
Ctnnd2	0	2.471066117	0.492	0.035	0	female_epithelial	Ctnnd2
Gabrg3	0	2.43120487	0.186	0.032	0	female_epithelial	Gabrg3
Junos	0	2.427620868	0.666	0.067	0	female_epithelial	Junos
Ano1	0	2.409319833	0.749	0.074	0	female_epithelial	Ano1
Papln	0	2.382419885	0.501	0.013	0	female_epithelial	Papln
Tmem2	0	2.374001795	0.625	0.087	0	female_epithelial	Tmem2
Sorbs2	0	2.366832095	0.709	0.124	0	female_epithelial	Sorbs2
Deptor	0	2.363815749	0.688	0.276	0	female_epithelial	Deptor
Wwc1	0	2.357242905	0.687	0.055	0	female_epithelial	Wwc1
Stox2	0	2.354275723	0.797	0.236	0	female_epithelial	Stox2
Clca3a2	0	2.339055678	0.475	0.001	0	female_epithelial	Clca3a2
Grhl2	0	2.339006663	0.587	0.003	0	female_epithelial	Grhl2
Casz1	0	2.312316935	0.578	0.023	0	female_epithelial	Casz1
Igfbp5	0	2.255253233	0.647	0.134	0	female_epithelial	Igfbp5
Tcf7l2	0	2.248001032	0.92	0.52	0	female_epithelial	Tcf7l2
Pdlim3	0	2.220078738	0.474	0.032	0	female_epithelial	Pdlim3
Lmx1b	0	2.219563403	0.529	0.009	0	female_epithelial	Lmx1b
Nipal2	0	2.210307365	0.629	0.047	0	female_epithelial	Nipal2
Ano4	0	2.20704105	0.34	0.006	0	female_epithelial	Ano4
Kcnq5	0	2.199360853	0.187	0.063	0	female_epithelial	Kcnq5
Patj	0	2.19747079	0.701	0.079	0	female_epithelial	Patj
Cdh1	0	2.176047954	0.54	0.008	0	female_epithelial	Cdh1
Mfge8	0	2.172782509	0.464	0.023	0	female_epithelial	Mfge8
Sidt1	0	2.168826678	0.494	0.004	0	female_epithelial	Sidt1
Pde4d	0	2.16454566	0.942	0.454	0	female_epithelial	Pde4d
Nfib	0	2.144782021	0.975	0.535	0	female_epithelial	Nfib
Crybg1	0	2.139219153	0.595	0.048	0	female_epithelial	Crybg1
Tfap2b	0	2.107417565	0.469	0	0	female_epithelial	Tfap2b
Clmn	0	2.100460138	0.631	0.162	0	female_epithelial	Clmn
Epb41l4b	0	2.054666759	0.522	0.016	0	female_epithelial	Epb41l4b
Epb41l4a	0	2.048139485	0.531	0.054	0	female_epithelial	Epb41l4a
Lurap1l	0	2.020450711	0.498	0.116	0	female_epithelial	Lurap1l
Fhod3	0	2.016030203	0.248	0.073	0	female_epithelial	Fhod3
Inhbb	0	2.009140061	0.5	0.027	0	female_epithelial	Inhbb
Esrp1	0	2.000996752	0.52	0.006	0	female_epithelial	Esrp1
Chst9	0	1.999543048	0.269	0.002	0	female_epithelial	Chst9
Col4a5	0	1.994596939	0.678	0.127	0	female_epithelial	Col4a5
Eya2	0	1.979710636	0.692	0.136	0	female_epithelial	Eya2
Nav2	0	1.978011323	0.701	0.153	0	female_epithelial	Nav2
Dclk1	0	1.961447365	0.575	0.205	0	female_epithelial	Dclk1
Myh11	0	1.953712608	0.159	0.007	0	female_epithelial	Myh11
Stk39	0	1.948597185	0.697	0.314	0	female_epithelial	Stk39
Map3k1	0	1.947895833	0.705	0.267	0	female_epithelial	Map3k1
mt-Cytb	0	1.938975875	0.45	0.17	0	female_epithelial	mt-Cytb
Rb1	0	1.937163175	0.718	0.435	0	female_epithelial	Rb1
Met	0	1.935577393	0.515	0.148	0	female_epithelial	Met
Kcnk5	0	1.930148737	0.404	0.049	0	female_epithelial	Kcnk5
Sorl1	0	1.909664954	0.599	0.081	0	female_epithelial	Sorl1
Adamts3	0	1.89840928	0.446	0.044	0	female_epithelial	Adamts3
Slc5a7	0	1.868859104	0.381	0.039	0	female_epithelial	Slc5a7
Plekha7	0	1.858702819	0.527	0.079	0	female_epithelial	Plekha7
Kctd1	0	1.851531798	0.485	0.038	0	female_epithelial	Kctd1
Vtcn1	0	1.849679794	0.427	0.013	0	female_epithelial	Vtcn1
Mlph	0	1.849314592	0.48	0.014	0	female_epithelial	Mlph
Col8a1	0	1.844529743	0.173	0.038	0	female_epithelial	Col8a1
Cp	0	1.843983027	0.639	0.237	0	female_epithelial	Cp
Efna5	0	1.842006053	0.782	0.391	0	female_epithelial	Efna5
Mtmr7	0	1.836868802	0.196	0.017	0	female_epithelial	Mtmr7
Nxn	0	1.830360009	0.672	0.172	0	female_epithelial	Nxn
Cdk19	0	1.830109827	0.661	0.306	0	female_epithelial	Cdk19
Etv6	0	1.825970299	0.92	0.525	0	female_epithelial	Etv6
Msi2	0	1.817518901	0.876	0.428	0	female_epithelial	Msi2
Ltf	0	1.81703169	0.276	0.001	0	female_epithelial	Ltf
Erbin	0	1.815585226	0.849	0.45	0	female_epithelial	Erbin
Tanc2	0	1.813676093	0.903	0.487	0	female_epithelial	Tanc2
Pde4b	0	1.809808533	0.506	0.079	0	female_epithelial	Pde4b
Tiam2	0	1.80637105	0.443	0.065	0	female_epithelial	Tiam2
Nck2	0	1.786436856	0.614	0.211	0	female_epithelial	Nck2
Spint2	0	1.784890385	0.517	0.022	0	female_epithelial	Spint2
Spns2	0	1.780532067	0.4	0.033	0	female_epithelial	Spns2
Atp6v1b1	0	1.776123106	0.366	0.001	0	female_epithelial	Atp6v1b1
Nbea	0	1.769829998	0.834	0.364	0	female_epithelial	Nbea
Lgr5	0	1.764981848	0.184	0.009	0	female_epithelial	Lgr5
St14	0	1.762217337	0.438	0.006	0	female_epithelial	St14
Mboat1	0	1.762158042	0.422	0.03	0	female_epithelial	Mboat1
Gpr137c	0	1.756477613	0.359	0.027	0	female_epithelial	Gpr137c
Pkp4	0	1.73792543	0.653	0.167	0	female_epithelial	Pkp4
Epcam	0	1.733025912	0.425	0.005	0	female_epithelial	Epcam
Arhgef38	0	1.729340405	0.411	0.012	0	female_epithelial	Arhgef38
Ttc6	0	1.726524712	0.202	0.004	0	female_epithelial	Ttc6
Kcnh1	0	1.725762201	0.22	0.004	0	female_epithelial	Kcnh1
Hivep3	0	1.721812509	0.753	0.331	0	female_epithelial	Hivep3
Map7	0	1.694644229	0.56	0.11	0	female_epithelial	Map7
Irx2	0	1.688001569	0.44	0.007	0	female_epithelial	Irx2
Clic6	0	1.684553398	0.32	0.011	0	female_epithelial	Clic6
Gab1	0	1.673466136	0.744	0.353	0	female_epithelial	Gab1
Plekha6	0	1.672551536	0.521	0.068	0	female_epithelial	Plekha6
Carmil1	0	1.671417965	0.644	0.185	0	female_epithelial	Carmil1
Mllt3	0	1.666332323	0.709	0.292	0	female_epithelial	Mllt3
Osgin2	0	1.664667821	0.372	0.076	0	female_epithelial	Osgin2
Magi3	0	1.661302285	0.742	0.343	0	female_epithelial	Magi3
Serinc3	0	1.659863205	0.728	0.189	0	female_epithelial	Serinc3
Magi1	0	1.652204767	0.892	0.34	0	female_epithelial	Magi1
Nedd4l	0	1.630661687	0.85	0.479	0	female_epithelial	Nedd4l
Itpr2	0	1.62212499	0.712	0.339	0	female_epithelial	Itpr2
Brinp3	0	1.62047058	0.117	0.016	0	female_epithelial	Brinp3
Scnn1b	0	1.613733402	0.341	0.002	0	female_epithelial	Scnn1b
Bzw2	0	1.611430054	0.485	0.119	0	female_epithelial	Bzw2
Tspan8	0	1.609804239	0.324	0.005	0	female_epithelial	Tspan8
Trp53bp2	0	1.603705698	0.533	0.14	0	female_epithelial	Trp53bp2
Macc1	0	1.600420387	0.403	0.001	0	female_epithelial	Macc1
Hpse2	0	1.600209125	0.158	0.008	0	female_epithelial	Hpse2
Gm35572	0	1.577686226	0.314	0.003	0	female_epithelial	Gm35572
Ccdc141	0	1.57697917	0.395	0.095	0	female_epithelial	Ccdc141
Dusp16	0	1.575973077	0.557	0.192	0	female_epithelial	Dusp16
Mpped2	0	1.573016568	0.322	0.008	0	female_epithelial	Mpped2
Mme	0	1.571085036	0.343	0.1	0	female_epithelial	Mme
Esrrg	0	1.571047258	0.341	0.089	0	female_epithelial	Esrrg
Cdcp1	0	1.570364182	0.416	0.006	0	female_epithelial	Cdcp1
Slmap	0	1.558947363	0.773	0.426	0	female_epithelial	Slmap
Chka	0	1.558056854	0.556	0.155	0	female_epithelial	Chka
Lama3	0	1.557080547	0.371	0.056	0	female_epithelial	Lama3
Arhgap42	0	1.555951793	0.697	0.281	0	female_epithelial	Arhgap42
mt-Nd4	0	1.549945828	0.387	0.142	0	female_epithelial	mt-Nd4
Tmprss2	0	1.5458414	0.324	0.004	0	female_epithelial	Tmprss2
Tanc1	0	1.53601915	0.724	0.3	0	female_epithelial	Tanc1
Tfap2a	0	1.535994114	0.394	0.001	0	female_epithelial	Tfap2a
Rin2	0	1.534976855	0.651	0.38	0	female_epithelial	Rin2
Elf5	0	1.527270216	0.302	0.001	0	female_epithelial	Elf5
Mpzl1	0	1.527068081	0.419	0.034	0	female_epithelial	Mpzl1
Tjp2	0	1.522445233	0.557	0.146	0	female_epithelial	Tjp2
Rgs20	0	1.517802322	0.287	0.024	0	female_epithelial	Rgs20
Notch3	0	1.506965668	0.436	0.03	0	female_epithelial	Notch3
Grik3	0	1.495208793	0.167	0.002	0	female_epithelial	Grik3
Gm26688	0	1.485057967	0.369	0.001	0	female_epithelial	Gm26688
Pard3	0	1.481779115	0.889	0.453	0	female_epithelial	Pard3
Gas6	0	1.479425724	0.607	0.156	0	female_epithelial	Gas6
Auts2	0	1.476389912	0.881	0.459	0	female_epithelial	Auts2
Afdn	0	1.471255807	0.718	0.325	0	female_epithelial	Afdn
Pgm5	0	1.470295082	0.29	0.027	0	female_epithelial	Pgm5
Dtnb	0	1.466968176	0.524	0.116	0	female_epithelial	Dtnb
Adgrl2	0	1.466654574	0.552	0.147	0	female_epithelial	Adgrl2
Arhgef10l	0	1.464063821	0.575	0.153	0	female_epithelial	Arhgef10l
Rnf43	0	1.461404808	0.383	0.016	0	female_epithelial	Rnf43
Rasef	0	1.460822583	0.348	0.002	0	female_epithelial	Rasef
Ntn4	0	1.460001228	0.37	0.082	0	female_epithelial	Ntn4
Runx2	0	1.452079677	0.488	0.182	0	female_epithelial	Runx2
Tfcp2l1	0	1.450517087	0.303	0.015	0	female_epithelial	Tfcp2l1
Itgb8	0	1.450338656	0.34	0.025	0	female_epithelial	Itgb8
Car8	0	1.449248936	0.378	0.035	0	female_epithelial	Car8
Far1	0	1.445855061	0.657	0.294	0	female_epithelial	Far1
Ppp1r2	0	1.444642448	0.504	0.174	0	female_epithelial	Ppp1r2
Fut9	0	1.442147233	0.207	0.002	0	female_epithelial	Fut9
Arrb1	0	1.438394787	0.522	0.208	0	female_epithelial	Arrb1
Galnt18	0	1.437758504	0.484	0.123	0	female_epithelial	Galnt18
Zfp827	0	1.434023923	0.446	0.058	0	female_epithelial	Zfp827
Rasgef1c	0	1.430935259	0.272	0.001	0	female_epithelial	Rasgef1c
Hmgcll1	0	1.428475199	0.21	0.003	0	female_epithelial	Hmgcll1
Zfp462	0	1.420691653	0.648	0.232	0	female_epithelial	Zfp462
Tnik	0	1.420068605	0.379	0.076	0	female_epithelial	Tnik
Eps8l2	0	1.419545721	0.392	0.029	0	female_epithelial	Eps8l2
Ppp1cb	0	1.418730196	0.681	0.304	0	female_epithelial	Ppp1cb
Krt19	0	1.412278053	0.289	0.02	0	female_epithelial	Krt19
Frk	0	1.404312895	0.439	0.098	0	female_epithelial	Frk
Bcl2	0	1.403120438	0.543	0.289	0	female_epithelial	Bcl2
Ccdc162	0	1.385137468	0.214	0.031	0	female_epithelial	Ccdc162
Nos1ap	0	1.383212943	0.588	0.207	0	female_epithelial	Nos1ap
Hs6st3	0	1.38166264	0.133	0.015	0	female_epithelial	Hs6st3
Ildr1	0	1.376224114	0.339	0.004	0	female_epithelial	Ildr1
Myo6	0	1.375274295	0.572	0.216	0	female_epithelial	Myo6
Ptprg	0	1.373375614	0.868	0.453	0	female_epithelial	Ptprg
Myo18a	0	1.37001863	0.57	0.192	0	female_epithelial	Myo18a
Kif26b	0	1.365311258	0.243	0.027	0	female_epithelial	Kif26b
Wnk2	0	1.364720184	0.382	0.022	0	female_epithelial	Wnk2
Celsr2	0	1.363172789	0.359	0.017	0	female_epithelial	Celsr2
Pgr	0	1.355980575	0.191	0.009	0	female_epithelial	Pgr
Osbpl3	0	1.348111439	0.452	0.117	0	female_epithelial	Osbpl3
Bcl11a	0	1.347053417	0.283	0.012	0	female_epithelial	Bcl11a
Irs1	0	1.346131638	0.618	0.278	0	female_epithelial	Irs1
Prag1	0	1.344651295	0.269	0.059	0	female_epithelial	Prag1
Gm30613	0	1.343599556	0.116	0.001	0	female_epithelial	Gm30613
Dsg2	0	1.337984214	0.342	0.008	0	female_epithelial	Dsg2
Xist	0	1.331367082	0.911	0.266	0	female_epithelial	Xist
Maml2	0	1.32898377	0.857	0.625	0	female_epithelial	Maml2
Pdgfc	0	1.3210352	0.632	0.288	0	female_epithelial	Pdgfc
Aldh1a3	0	1.312065255	0.277	0.038	0	female_epithelial	Aldh1a3
Mmp15	0	1.308738613	0.34	0.005	0	female_epithelial	Mmp15
Tenm2	0	1.308083621	0.128	0.01	0	female_epithelial	Tenm2
Osmr	0	1.307401413	0.487	0.157	0	female_epithelial	Osmr
Prkg1	0	1.306932617	0.547	0.276	0	female_epithelial	Prkg1
mt-Nd1	0	1.301940087	0.401	0.179	0	female_epithelial	mt-Nd1
Svil	0	1.299267544	0.805	0.533	0	female_epithelial	Svil
Mdga2	0	1.291379405	0.127	0.01	0	female_epithelial	Mdga2
Maml3	0	1.29086233	0.698	0.341	0	female_epithelial	Maml3
Pawr	0	1.289841304	0.432	0.092	0	female_epithelial	Pawr
Cmtm8	0	1.288892039	0.319	0.011	0	female_epithelial	Cmtm8
Nfix	0	1.28544214	0.727	0.395	0	female_epithelial	Nfix
Unc13b	0	1.284277851	0.419	0.093	0	female_epithelial	Unc13b
Pof1b	0	1.283392572	0.319	0	0	female_epithelial	Pof1b
Gm4593	0	1.282024558	0.23	0.001	0	female_epithelial	Gm4593
Kank4	0	1.275335973	0.255	0.012	0	female_epithelial	Kank4
Retreg1	0	1.27436105	0.433	0.074	0	female_epithelial	Retreg1
Galnt3	0	1.26494976	0.324	0.006	0	female_epithelial	Galnt3
1700025G04Rik	0	1.26429474	0.452	0.133	0	female_epithelial	1700025G04Rik
Ltbp3	0	1.263431944	0.559	0.203	0	female_epithelial	Ltbp3
Enah	0	1.26025636	0.45	0.078	0	female_epithelial	Enah
Tpm1	0	1.255265858	0.523	0.169	0	female_epithelial	Tpm1
Erbb3	0	1.251840275	0.334	0.009	0	female_epithelial	Erbb3
Bhlhe41	0	1.249730386	0.379	0.03	0	female_epithelial	Bhlhe41
mt-Nd2	0	1.243450176	0.369	0.148	0	female_epithelial	mt-Nd2
Nhs	0	1.242964181	0.302	0.089	0	female_epithelial	Nhs
App	0	1.240480667	0.907	0.576	0	female_epithelial	App
Dlg1	0	1.237278052	0.766	0.459	0	female_epithelial	Dlg1
Epb41l5	0	1.23697582	0.436	0.11	0	female_epithelial	Epb41l5
2610035D17Rik	0	1.236631434	0.52	0.195	0	female_epithelial	2610035D17Rik
Ptprf	0	1.23135681	0.413	0.055	0	female_epithelial	Ptprf
Setbp1	0	1.230922629	0.754	0.347	0	female_epithelial	Setbp1
Plet1	0	1.23073581	0.28	0.007	0	female_epithelial	Plet1
Cobl	0	1.225354581	0.497	0.086	0	female_epithelial	Cobl
Cd164	0	1.223697202	0.185	0.058	0	female_epithelial	Cd164
Nek7	0	1.222748043	0.591	0.431	0	female_epithelial	Nek7
Farp1	0	1.220938456	0.623	0.248	0	female_epithelial	Farp1
Ica1	0	1.219209441	0.366	0.047	0	female_epithelial	Ica1
Zfp532	0	1.214704717	0.576	0.267	0	female_epithelial	Zfp532
Itga8	0	1.211923511	0.211	0.008	0	female_epithelial	Itga8
Trp63	0	1.206991086	0.119	0.026	0	female_epithelial	Trp63
Hlf	0	1.204616497	0.244	0.031	0	female_epithelial	Hlf
Slc5a8	0	1.204554701	0.221	0.001	0	female_epithelial	Slc5a8
Btn1a1	0	1.203015107	0.213	0	0	female_epithelial	Btn1a1
Ifnlr1	0	1.198936369	0.3	0.008	0	female_epithelial	Ifnlr1
Samd5	0	1.198672455	0.193	0.01	0	female_epithelial	Samd5
Nectin4	0	1.198630956	0.32	0.005	0	female_epithelial	Nectin4
Pacs1	0	1.198061758	0.632	0.304	0	female_epithelial	Pacs1
0610040J01Rik	0	1.193127564	0.311	0.032	0	female_epithelial	0610040J01Rik
Fat1	0	1.192166587	0.51	0.199	0	female_epithelial	Fat1
Clca3a1	0	1.191432179	0.273	0.006	0	female_epithelial	Clca3a1
Stat3	0	1.189303376	0.704	0.397	0	female_epithelial	Stat3
Trim14	0	1.187418716	0.487	0.204	0	female_epithelial	Trim14
Ptpn3	0	1.183893682	0.481	0.159	0	female_epithelial	Ptpn3
Cd9	0	1.180800347	0.417	0.073	0	female_epithelial	Cd9
Phlpp1	0	1.179838662	0.713	0.37	0	female_epithelial	Phlpp1
Ttpa	0	1.179131199	0.267	0.039	0	female_epithelial	Ttpa
Ldlrad4	0	1.172188487	0.788	0.562	0	female_epithelial	Ldlrad4
Zfp704	0	1.168487765	0.672	0.341	0	female_epithelial	Zfp704
Slc22a23	0	1.161278391	0.43	0.162	0	female_epithelial	Slc22a23
Parm1	0	1.158813075	0.29	0.048	0	female_epithelial	Parm1
Cd2ap	0	1.156419042	0.709	0.382	0	female_epithelial	Cd2ap
Itga6	0	1.156362333	0.417	0.146	0	female_epithelial	Itga6
Acta2	0	1.155680028	0.129	0.023	0	female_epithelial	Acta2
Naaladl2	0	1.155677011	0.88	0.328	0	female_epithelial	Naaladl2
Abtb2	0	1.150527943	0.314	0.056	0	female_epithelial	Abtb2
Pbx1	0	1.150457751	0.956	0.622	0	female_epithelial	Pbx1
Epha7	0	1.149241487	0.187	0.005	0	female_epithelial	Epha7
Sh3d19	0	1.145031322	0.696	0.365	0	female_epithelial	Sh3d19
Znrf1	0	1.140904364	0.568	0.282	0	female_epithelial	Znrf1
Epha4	0	1.140372835	0.254	0.025	0	female_epithelial	Epha4
Fam83b	0	1.139485321	0.26	0.002	0	female_epithelial	Fam83b
Lrba	0	1.137061891	0.726	0.42	0	female_epithelial	Lrba
Nox4	0	1.131906831	0.431	0.131	0	female_epithelial	Nox4
Boc	0	1.130289545	0.468	0.201	0	female_epithelial	Boc
Hook2	0	1.129963944	0.368	0.059	0	female_epithelial	Hook2
mt-Nd3	0	1.129589804	0.225	0.038	0	female_epithelial	mt-Nd3
Fnbp1l	0	1.126033593	0.487	0.117	0	female_epithelial	Fnbp1l
Piezo2	0	1.12395025	0.177	0.052	0	female_epithelial	Piezo2
Homer2	0	1.122731535	0.277	0.01	0	female_epithelial	Homer2
Lmo7	0	1.115669528	0.32	0.051	0	female_epithelial	Lmo7
Vgll4	0	1.113646639	0.726	0.373	0	female_epithelial	Vgll4
Mob3b	0	1.099234603	0.53	0.288	0	female_epithelial	Mob3b
Slc25a36	0	1.096806445	0.596	0.327	0	female_epithelial	Slc25a36
Rasgrf1	0	1.095684448	0.158	0.019	0	female_epithelial	Rasgrf1
Adamts18	0	1.095250564	0.104	0.003	0	female_epithelial	Adamts18
Ocln	0	1.092734054	0.291	0.008	0	female_epithelial	Ocln
Nrg2	0	1.09219569	0.259	0.057	0	female_epithelial	Nrg2
Ltbp2	0	1.091240609	0.238	0.043	0	female_epithelial	Ltbp2
Epb41	0	1.091146248	0.609	0.276	0	female_epithelial	Epb41
Ift43	0	1.089939531	0.469	0.178	0	female_epithelial	Ift43
Ptk7	0	1.086105358	0.307	0.025	0	female_epithelial	Ptk7
Pde9a	0	1.085034998	0.232	0.007	0	female_epithelial	Pde9a
Synpo	0	1.083159945	0.3	0.04	0	female_epithelial	Synpo
Sox4	0	1.08132441	0.298	0.038	0	female_epithelial	Sox4
Lima1	0	1.080404715	0.73	0.4	0	female_epithelial	Lima1
Cdkl5	0	1.079910365	0.317	0.061	0	female_epithelial	Cdkl5
Snta1	0	1.077085058	0.379	0.188	0	female_epithelial	Snta1
Zc2hc1a	0	1.075541976	0.461	0.206	0	female_epithelial	Zc2hc1a
Ccser1	0	1.073816164	0.389	0.113	0	female_epithelial	Ccser1
Spns3	0	1.072538829	0.199	0.005	0	female_epithelial	Spns3
Tnk2	0	1.071078636	0.364	0.106	0	female_epithelial	Tnk2
Susd6	0	1.070039989	0.672	0.436	0	female_epithelial	Susd6
Tnfrsf21	0	1.063718273	0.366	0.097	0	female_epithelial	Tnfrsf21
Nr3c2	0	1.062191108	0.581	0.324	0	female_epithelial	Nr3c2
Tfap2c	0	1.060405022	0.22	0	0	female_epithelial	Tfap2c
Atp10b	0	1.056362423	0.206	0.001	0	female_epithelial	Atp10b
Hacd3	0	1.055805951	0.4	0.118	0	female_epithelial	Hacd3
Gphn	0	1.055725766	0.876	0.64	0	female_epithelial	Gphn
Hip1r	0	1.051563267	0.322	0.032	0	female_epithelial	Hip1r
Bcl9l	0	1.047802796	0.458	0.189	0	female_epithelial	Bcl9l
Gm8439	0	1.045755902	0.2	0.003	0	female_epithelial	Gm8439
Bmpr1a	0	1.04475735	0.668	0.339	0	female_epithelial	Bmpr1a
Slc44a3	0	1.044724132	0.309	0.049	0	female_epithelial	Slc44a3
Chdh	0	1.044114857	0.307	0.068	0	female_epithelial	Chdh
Ogfrl1	0	1.041915319	0.248	0.029	0	female_epithelial	Ogfrl1
Ptpn18	0	1.038961985	0.354	0.05	0	female_epithelial	Ptpn18
Mfsd6	0	1.037233091	0.368	0.062	0	female_epithelial	Mfsd6
Alpl	0	1.035793782	0.198	0.005	0	female_epithelial	Alpl
Nrbp2	0	1.030908135	0.36	0.113	0	female_epithelial	Nrbp2
Ankrd28	0	1.029297401	0.482	0.205	0	female_epithelial	Ankrd28
Sox10	0	1.02896197	0.225	0	0	female_epithelial	Sox10
Arhgap5	0	1.028515771	0.688	0.392	0	female_epithelial	Arhgap5
Pip5k1b	0	1.026561646	0.297	0.049	0	female_epithelial	Pip5k1b
Atp11a	0	1.023867677	0.464	0.177	0	female_epithelial	Atp11a
Pag1	0	1.023538426	0.394	0.222	0	female_epithelial	Pag1
Irx5	0	1.022698236	0.265	0.006	0	female_epithelial	Irx5
Abhd17c	0	1.022383044	0.323	0.091	0	female_epithelial	Abhd17c
Btbd11	0	1.021679494	0.3	0.079	0	female_epithelial	Btbd11
Ikzf2	0	1.019125794	0.412	0.184	0	female_epithelial	Ikzf2
Gmds	0	1.018322712	0.653	0.353	0	female_epithelial	Gmds
Nfkb1	0	1.01702709	0.742	0.468	0	female_epithelial	Nfkb1
Vdr	0	1.016676579	0.243	0.007	0	female_epithelial	Vdr
Slc28a3	0	1.012336685	0.177	0.002	0	female_epithelial	Slc28a3
Enpp3	0	1.009685514	0.222	0.025	0	female_epithelial	Enpp3
Eml5	0	1.009326755	0.389	0.146	0	female_epithelial	Eml5
Socs5	0	1.007809376	0.416	0.147	0	female_epithelial	Socs5
Tom1l1	0	1.007247591	0.315	0.05	0	female_epithelial	Tom1l1
Slc39a14	0	1.005541076	0.345	0.093	0	female_epithelial	Slc39a14
Tox2	0	1.00437948	0.154	0.014	0	female_epithelial	Tox2
Tmc4	0	1.00082576	0.3	0.022	0	female_epithelial	Tmc4
Ddi2	0	1.000054801	0.621	0.361	0	female_epithelial	Ddi2
Arhgef26	0	0.998895076	0.261	0.01	0	female_epithelial	Arhgef26
Kirrel3	0	0.996717282	0.109	0.021	0	female_epithelial	Kirrel3
Arrdc3	0	0.99201282	0.345	0.157	0	female_epithelial	Arrdc3
Cobll1	0	0.991126939	0.615	0.262	0	female_epithelial	Cobll1
Cdc14a	0	0.99087092	0.37	0.121	0	female_epithelial	Cdc14a
Serinc5	0	0.989825735	0.358	0.067	0	female_epithelial	Serinc5
Tgfb3	0	0.988934475	0.229	0.024	0	female_epithelial	Tgfb3
Sipa1l3	0	0.988594118	0.514	0.28	0	female_epithelial	Sipa1l3
Itga2	0	0.987916819	0.242	0.028	0	female_epithelial	Itga2
Gipc2	0	0.987507607	0.18	0.02	0	female_epithelial	Gipc2
Ncald	0	0.987036473	0.202	0.029	0	female_epithelial	Ncald
Notch1	0	0.984925348	0.372	0.117	0	female_epithelial	Notch1
Lamc2	0	0.984411158	0.249	0.009	0	female_epithelial	Lamc2
Muc15	0	0.983717842	0.21	0.001	0	female_epithelial	Muc15
Rbpms	0	0.979881491	0.725	0.476	0	female_epithelial	Rbpms
Il17re	0	0.976912425	0.286	0.031	0	female_epithelial	Il17re
