	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
LINC015721	6.89E-17	0.768229219	0.177	0.075	2.17E-12	b_cell	LINC01572
CCDC32	8.23E-17	0.665238093	0.21	0.098	2.59E-12	b_cell	CCDC32
MALT15	8.96E-17	0.831003577	0.324	0.188	2.82E-12	b_cell	MALT1
SETX4	1.04E-16	0.776690634	0.517	0.392	3.27E-12	b_cell	SETX
MTMR1	1.42E-16	0.83321353	0.273	0.15	4.47E-12	b_cell	MTMR1
MCTP21	2.23E-16	0.53811049	0.38	0.217	7.05E-12	b_cell	MCTP2
SORL14	2.41E-16	0.585276782	0.179	0.078	7.60E-12	b_cell	SORL1
UNC93B12	2.60E-16	0.563290024	0.117	0.04	8.21E-12	b_cell	UNC93B1
DPF31	3.03E-16	0.537422543	0.103	0.033	9.56E-12	b_cell	DPF3
TRAF53	3.88E-16	0.80576201	0.284	0.158	1.22E-11	b_cell	TRAF5
USP154	4.12E-16	0.666099824	0.585	0.474	1.30E-11	b_cell	USP15
TTN2	5.84E-16	0.869344495	0.366	0.229	1.84E-11	b_cell	TTN
USP38	7.31E-16	0.718602892	0.48	0.355	2.31E-11	b_cell	USP3
UBE2J11	1.03E-15	0.731127279	0.24	0.123	3.24E-11	b_cell	UBE2J1
C1GALT13	1.16E-15	0.910004275	0.301	0.179	3.67E-11	b_cell	C1GALT1
HBA2	1.17E-15	1.271671321	0.133	0.05	3.69E-11	b_cell	HBA2
MAP4K43	1.30E-15	0.820857422	0.501	0.394	4.09E-11	b_cell	MAP4K4
AC009226.11	1.41E-15	0.706250014	0.156	0.064	4.46E-11	b_cell	AC009226.1
PIK3R54	1.59E-15	0.552567204	0.226	0.107	5.00E-11	b_cell	PIK3R5
B2M4	2.18E-15	0.446233146	0.855	0.81	6.87E-11	b_cell	B2M
ZC3HAV13	2.28E-15	0.739383963	0.329	0.193	7.17E-11	b_cell	ZC3HAV1
RAP1GAP23	2.38E-15	0.623899106	0.191	0.087	7.52E-11	b_cell	RAP1GAP2
AFTPH4	2.40E-15	0.805095886	0.35	0.223	7.57E-11	b_cell	AFTPH
C1orf112	2.42E-15	0.785118636	0.205	0.101	7.62E-11	b_cell	C1orf112
DIP2B2	3.47E-15	0.716756619	0.469	0.339	1.09E-10	b_cell	DIP2B
PREX14	4.34E-15	0.52337869	0.219	0.105	1.37E-10	b_cell	PREX1
ACAP24	5.90E-15	0.624722022	0.538	0.423	1.86E-10	b_cell	ACAP2
LMBRD11	6.23E-15	0.916022218	0.401	0.282	1.96E-10	b_cell	LMBRD1
OFD12	6.77E-15	0.91071847	0.336	0.215	2.14E-10	b_cell	OFD1
TESK22	7.42E-15	0.728137612	0.205	0.1	2.34E-10	b_cell	TESK2
VPS37B3	8.79E-15	0.733766277	0.198	0.095	2.77E-10	b_cell	VPS37B
HLA-DMA3	1.05E-14	0.664229243	0.2	0.096	3.30E-10	b_cell	HLA-DMA
PIP4K2A5	1.31E-14	0.706739136	0.42	0.286	4.14E-10	b_cell	PIP4K2A
DGKA2	1.38E-14	0.446420141	0.131	0.051	4.35E-10	b_cell	DGKA
ANKRD13A1	1.51E-14	0.752678531	0.205	0.102	4.77E-10	b_cell	ANKRD13A
DUS22	1.79E-14	0.482708362	0.142	0.058	5.64E-10	b_cell	DUS2
LYST3	2.62E-14	0.661317254	0.499	0.391	8.26E-10	b_cell	LYST
CYTH44	4.03E-14	0.539654244	0.159	0.068	1.27E-09	b_cell	CYTH4
MT-ND24	5.21E-14	0.391885361	0.779	0.703	1.64E-09	b_cell	MT-ND2
RPS6KA53	5.36E-14	0.631885704	0.354	0.22	1.69E-09	b_cell	RPS6KA5
ARID5B2	5.66E-14	0.753564994	0.538	0.44	1.79E-09	b_cell	ARID5B
LINC016842	7.84E-14	0.642796332	0.133	0.054	2.47E-09	b_cell	LINC01684
TANK3	8.36E-14	0.753251851	0.513	0.414	2.64E-09	b_cell	TANK
GNB52	8.94E-14	0.622889225	0.168	0.077	2.82E-09	b_cell	GNB5
EML5	1.10E-13	0.570877203	0.112	0.042	3.47E-09	b_cell	EML5
CSNK1G31	1.14E-13	0.791246058	0.347	0.231	3.60E-09	b_cell	CSNK1G3
PCSK72	1.38E-13	0.703931388	0.268	0.154	4.35E-09	b_cell	PCSK7
MTFR11	1.40E-13	0.671693755	0.303	0.184	4.41E-09	b_cell	MTFR1
MICAL33	1.42E-13	0.850724308	0.352	0.242	4.47E-09	b_cell	MICAL3
CCDC1412	2.19E-13	0.368978923	0.177	0.079	6.90E-09	b_cell	CCDC141
FBXW74	2.20E-13	1.108495401	0.483	0.39	6.92E-09	b_cell	FBXW7
ZNF1071	2.39E-13	0.665973297	0.189	0.093	7.52E-09	b_cell	ZNF107
AP001011.13	2.68E-13	0.826746777	0.371	0.251	8.45E-09	b_cell	AP001011.1
RABEP12	2.80E-13	0.711208085	0.445	0.334	8.82E-09	b_cell	RABEP1
LARGE14	5.24E-13	1.098240201	0.424	0.324	1.65E-08	b_cell	LARGE1
MBD4	6.52E-13	0.723943296	0.214	0.115	2.06E-08	b_cell	MBD4
ATG16L24	7.06E-13	0.500419981	0.21	0.107	2.23E-08	b_cell	ATG16L2
TLR13	7.16E-13	0.468765239	0.142	0.061	2.26E-08	b_cell	TLR1
AC087500.11	7.79E-13	0.887501246	0.203	0.107	2.46E-08	b_cell	AC087500.1
UCP22	7.91E-13	0.458368172	0.117	0.046	2.49E-08	b_cell	UCP2
MIATNB1	1.23E-12	0.659069554	0.214	0.116	3.89E-08	b_cell	MIATNB
CCDC914	1.65E-12	0.77327204	0.501	0.397	5.21E-08	b_cell	CCDC91
AC009061.2	1.74E-12	0.494866363	0.156	0.072	5.49E-08	b_cell	AC009061.2
MARF11	1.75E-12	0.857017481	0.282	0.176	5.52E-08	b_cell	MARF1
BIN23	1.80E-12	0.326826884	0.138	0.058	5.68E-08	b_cell	BIN2
SLC44A23	2.07E-12	0.717747024	0.214	0.115	6.54E-08	b_cell	SLC44A2
MPEG13	2.09E-12	0.427042473	0.105	0.039	6.59E-08	b_cell	MPEG1
MAP3K55	2.40E-12	0.580710563	0.448	0.326	7.56E-08	b_cell	MAP3K5
DRAM22	3.10E-12	0.744635156	0.289	0.183	9.79E-08	b_cell	DRAM2
EVL2	4.00E-12	0.693584559	0.333	0.218	1.26E-07	b_cell	EVL
RAB11FIP15	5.35E-12	0.771569481	0.214	0.116	1.69E-07	b_cell	RAB11FIP1
XPO63	6.23E-12	0.667153059	0.28	0.174	1.97E-07	b_cell	XPO6
CD472	6.42E-12	0.68513166	0.375	0.265	2.02E-07	b_cell	CD47
KAT2B2	6.66E-12	0.659194527	0.35	0.236	2.10E-07	b_cell	KAT2B
FAM214A1	8.58E-12	0.613970058	0.508	0.406	2.71E-07	b_cell	FAM214A
SH3KBP15	1.05E-11	0.632519887	0.438	0.319	3.31E-07	b_cell	SH3KBP1
MCUB2	1.08E-11	0.70677943	0.326	0.211	3.42E-07	b_cell	MCUB
STIM25	1.26E-11	0.722605885	0.364	0.255	3.96E-07	b_cell	STIM2
MT-ND54	1.50E-11	0.54367537	0.636	0.525	4.72E-07	b_cell	MT-ND5
CRYBG14	1.58E-11	0.675380767	0.256	0.156	4.97E-07	b_cell	CRYBG1
SCN3A3	1.85E-11	0.584567893	0.103	0.04	5.84E-07	b_cell	SCN3A
FAM107B4	2.13E-11	0.786867742	0.361	0.259	6.73E-07	b_cell	FAM107B
TMED8	4.39E-11	0.642235888	0.172	0.089	1.38E-06	b_cell	TMED8
MTPN2	4.42E-11	0.63490527	0.226	0.13	1.39E-06	b_cell	MTPN
ACTR24	4.46E-11	0.616955598	0.406	0.297	1.41E-06	b_cell	ACTR2
DDX61	4.86E-11	0.699065593	0.389	0.29	1.53E-06	b_cell	DDX6
RUNX22	5.63E-11	1.415892604	0.172	0.09	1.78E-06	b_cell	RUNX2
TPK14	6.36E-11	0.804871034	0.303	0.195	2.00E-06	b_cell	TPK1
TAPBP3	6.52E-11	0.748053403	0.275	0.174	2.06E-06	b_cell	TAPBP
LAIR12	8.32E-11	0.435806972	0.114	0.049	2.62E-06	b_cell	LAIR1
ACSS11	9.16E-11	0.434724058	0.128	0.057	2.89E-06	b_cell	ACSS1
PTBP36	1.07E-10	0.598834121	0.345	0.238	3.38E-06	b_cell	PTBP3
NCK23	1.17E-10	0.745034792	0.259	0.163	3.68E-06	b_cell	NCK2
CYLD3	1.27E-10	0.535394603	0.268	0.166	4.01E-06	b_cell	CYLD
LCORL3	1.40E-10	0.760345798	0.371	0.272	4.41E-06	b_cell	LCORL
PARP13	1.41E-10	0.552159466	0.17	0.088	4.44E-06	b_cell	PARP1
PXK	1.57E-10	0.692676377	0.282	0.184	4.95E-06	b_cell	PXK
KIAA15514	1.57E-10	0.576515781	0.375	0.267	4.96E-06	b_cell	KIAA1551
SMARCC13	1.61E-10	0.780875918	0.401	0.311	5.07E-06	b_cell	SMARCC1
CD553	1.99E-10	0.533845775	0.375	0.26	6.27E-06	b_cell	CD55
GRAP21	1.99E-10	0.418308991	0.103	0.041	6.28E-06	b_cell	GRAP2
PHC3	2.03E-10	0.689025193	0.503	0.435	6.42E-06	b_cell	PHC3
FAM49A3	2.21E-10	0.579463174	0.266	0.165	6.96E-06	b_cell	FAM49A
HDAC12	2.31E-10	0.442605951	0.131	0.06	7.28E-06	b_cell	HDAC1
AC019197.13	3.19E-10	0.871336913	0.191	0.106	1.01E-05	b_cell	AC019197.1
UBAC24	3.77E-10	0.75673592	0.408	0.322	1.19E-05	b_cell	UBAC2
JAK13	3.77E-10	0.650351173	0.487	0.398	1.19E-05	b_cell	JAK1
PDCD43	4.15E-10	0.669492589	0.413	0.314	1.31E-05	b_cell	PDCD4
GPCPD14	4.95E-10	0.635208628	0.41	0.315	1.56E-05	b_cell	GPCPD1
LINC-PINT2	5.43E-10	0.599625975	0.678	0.625	1.71E-05	b_cell	LINC-PINT
ATG4C1	5.97E-10	0.70123097	0.24	0.15	1.88E-05	b_cell	ATG4C
AC114760.21	7.09E-10	0.394278072	0.107	0.046	2.24E-05	b_cell	AC114760.2
ANAPC16	9.08E-10	0.603938186	0.352	0.254	2.86E-05	b_cell	ANAPC16
PPP1R24	9.33E-10	0.497064751	0.235	0.14	2.94E-05	b_cell	PPP1R2
PLEKHO13	1.00E-09	0.44156956	0.145	0.071	3.15E-05	b_cell	PLEKHO1
IQCB1	1.03E-09	0.74256096	0.322	0.229	3.24E-05	b_cell	IQCB1
HLA-C4	1.11E-09	0.497374263	0.417	0.302	3.49E-05	b_cell	HLA-C
ARAP24	1.11E-09	0.521479576	0.294	0.191	3.51E-05	b_cell	ARAP2
UGCG1	1.13E-09	0.908784808	0.242	0.153	3.55E-05	b_cell	UGCG
KIF20B2	1.13E-09	0.376298958	0.131	0.061	3.57E-05	b_cell	KIF20B
PAG14	1.31E-09	0.437454946	0.193	0.105	4.15E-05	b_cell	PAG1
C20orf1962	1.40E-09	0.59370075	0.191	0.108	4.43E-05	b_cell	C20orf196
CCDC693	1.48E-09	0.588378536	0.203	0.118	4.67E-05	b_cell	CCDC69
RAB11A3	1.50E-09	0.765610595	0.471	0.384	4.73E-05	b_cell	RAB11A
ADA24	1.98E-09	0.481916968	0.131	0.062	6.23E-05	b_cell	ADA2
CSGALNACT14	2.57E-09	0.955810448	0.361	0.263	8.10E-05	b_cell	CSGALNACT1
MEF2A4	2.60E-09	0.504751328	0.618	0.556	8.20E-05	b_cell	MEF2A
BASP14	2.77E-09	0.567713047	0.193	0.11	8.73E-05	b_cell	BASP1
TMPO3	4.35E-09	0.547570057	0.231	0.141	0.000137069	b_cell	TMPO
INTS6L2	4.47E-09	0.567670019	0.189	0.107	0.00014088	b_cell	INTS6L
PSMB93	4.50E-09	0.492486999	0.149	0.077	0.000141813	b_cell	PSMB9
MIS18BP14	5.63E-09	0.665699598	0.378	0.288	0.000177637	b_cell	MIS18BP1
GLCCI13	5.75E-09	0.961838876	0.31	0.221	0.000181323	b_cell	GLCCI1
IFI164	5.86E-09	0.433413043	0.445	0.34	0.000184923	b_cell	IFI16
RASGRP11	5.98E-09	0.437650396	0.152	0.079	0.000188653	b_cell	RASGRP1
GDI22	6.65E-09	0.495395592	0.308	0.212	0.00020963	b_cell	GDI2
UBR5-AS1	6.99E-09	0.429015693	0.11	0.051	0.000220415	b_cell	UBR5-AS1
FO393401.14	7.69E-09	0.435254053	0.107	0.049	0.000242466	b_cell	FO393401.1
CASP82	8.56E-09	0.545344209	0.226	0.14	0.000269815	b_cell	CASP8
MDM41	9.10E-09	0.683953133	0.417	0.348	0.000286898	b_cell	MDM4
ZMYND81	1.06E-08	0.66966403	0.359	0.277	0.000335309	b_cell	ZMYND8
LRCH14	1.31E-08	0.597172822	0.326	0.23	0.000413227	b_cell	LRCH1
GPM6A2	1.44E-08	0.70805369	0.217	0.131	0.000455624	b_cell	GPM6A
CYBB3	1.55E-08	0.394940076	0.186	0.104	0.000487485	b_cell	CYBB
SYVN1	1.57E-08	0.343639054	0.103	0.046	0.000495988	b_cell	SYVN1
IRAK41	1.65E-08	0.544295297	0.205	0.124	0.000519011	b_cell	IRAK4
HIVEP24	1.70E-08	0.676386481	0.361	0.274	0.000535671	b_cell	HIVEP2
SEMA4D3	1.74E-08	0.484831208	0.179	0.101	0.000548015	b_cell	SEMA4D
BTG13	1.80E-08	0.687245885	0.329	0.238	0.000567125	b_cell	BTG1
OSBPL33	1.98E-08	0.492080735	0.214	0.13	0.000624123	b_cell	OSBPL3
AC011933.42	2.11E-08	0.651357718	0.203	0.123	0.000664215	b_cell	AC011933.4
SGO1-AS12	2.50E-08	0.886470048	0.184	0.109	0.000789131	b_cell	SGO1-AS1
NFATC13	2.54E-08	0.581455157	0.17	0.096	0.00080024	b_cell	NFATC1
MYO9B4	2.60E-08	0.551759277	0.357	0.263	0.000820748	b_cell	MYO9B
NDE13	2.63E-08	0.481745321	0.172	0.098	0.000829683	b_cell	NDE1
CNOT6L2	3.26E-08	0.521501107	0.308	0.217	0.001029367	b_cell	CNOT6L
B4GALT13	3.46E-08	0.640535861	0.315	0.226	0.001091214	b_cell	B4GALT1
Mar-81	3.77E-08	0.588824082	0.21	0.131	0.001188489	b_cell	8-Mar
EXOC62	4.41E-08	0.53534493	0.347	0.257	0.001391037	b_cell	EXOC6
CXXC5	4.46E-08	0.382831299	0.103	0.048	0.001407144	b_cell	CXXC5
ANKRD113	4.61E-08	0.684040116	0.492	0.435	0.001455019	b_cell	ANKRD11
JADE3	4.84E-08	0.579365908	0.121	0.062	0.001525793	b_cell	JADE3
AC245060.5	4.90E-08	0.6873346	0.168	0.098	0.001546305	b_cell	AC245060.5
PRKACB2	5.24E-08	0.589521508	0.322	0.234	0.00165335	b_cell	PRKACB
PPP4R3A2	5.26E-08	0.614336366	0.338	0.258	0.001659046	b_cell	PPP4R3A
DTNBP12	5.44E-08	0.592386896	0.249	0.168	0.001714483	b_cell	DTNBP1
ATF7IP4	5.46E-08	0.683195334	0.49	0.436	0.001723043	b_cell	ATF7IP
LINC023283	5.61E-08	0.494528348	0.166	0.092	0.001767664	b_cell	LINC02328
TMEM2681	5.75E-08	0.501277691	0.114	0.057	0.0018127	b_cell	TMEM268
MANBA3	5.83E-08	0.553909711	0.315	0.224	0.001839845	b_cell	MANBA
ZNF33A4	5.96E-08	0.636616878	0.352	0.272	0.001880936	b_cell	ZNF33A
SLC15A4	6.55E-08	0.527724668	0.154	0.086	0.002066645	b_cell	SLC15A4
ARSB3	6.96E-08	0.441730322	0.17	0.097	0.002194797	b_cell	ARSB
RIPOR1	7.32E-08	0.528226478	0.149	0.083	0.002307246	b_cell	RIPOR1
ACTR34	7.55E-08	0.560094864	0.359	0.272	0.002381505	b_cell	ACTR3
ELF14	8.56E-08	0.362421305	0.559	0.474	0.002700484	b_cell	ELF1
ZNF318	8.57E-08	0.650784688	0.156	0.09	0.002703293	b_cell	ZNF318
INPP5A3	8.59E-08	0.508189819	0.179	0.107	0.00270851	b_cell	INPP5A
AL445472.13	8.69E-08	0.547353336	0.193	0.118	0.002741763	b_cell	AL445472.1
SAMD91	8.89E-08	0.463675305	0.112	0.055	0.002804031	b_cell	SAMD9
UTRN5	1.00E-07	0.311284286	0.753	0.736	0.003156799	b_cell	UTRN
PCGF52	1.04E-07	0.648762385	0.336	0.257	0.003293049	b_cell	PCGF5
FBXL171	1.40E-07	0.620178168	0.541	0.505	0.004428985	b_cell	FBXL17
MYO5A3	1.48E-07	0.312588983	0.436	0.339	0.004660809	b_cell	MYO5A
GLIPR14	1.56E-07	0.385203859	0.182	0.106	0.004927141	b_cell	GLIPR1
USP28	1.59E-07	0.443455994	0.138	0.075	0.005012382	b_cell	USP28
KLF132	1.65E-07	0.500358712	0.189	0.115	0.005200132	b_cell	KLF13
BAZ1A4	1.70E-07	0.518007046	0.364	0.282	0.005351709	b_cell	BAZ1A
PIKFYVE1	1.72E-07	0.60775587	0.354	0.28	0.005438584	b_cell	PIKFYVE
TRIM222	1.81E-07	0.584997712	0.252	0.169	0.005702764	b_cell	TRIM22
DLEU15	2.08E-07	0.478959859	0.35	0.257	0.006565925	b_cell	DLEU1
AC091045.1	2.32E-07	0.406004502	0.107	0.053	0.007318181	b_cell	AC091045.1
CEP1201	2.35E-07	0.618863796	0.214	0.141	0.007415208	b_cell	CEP120
MTM14	2.39E-07	0.477789532	0.226	0.148	0.007522789	b_cell	MTM1
AIDA	2.40E-07	0.561757427	0.152	0.088	0.007575806	b_cell	AIDA
FAM3C1	2.40E-07	0.58650525	0.205	0.132	0.007580509	b_cell	FAM3C
LTA4H2	3.02E-07	0.556755931	0.191	0.119	0.009524535	b_cell	LTA4H
GCNT25	3.15E-07	0.556911114	0.172	0.104	0.009937722	b_cell	GCNT2
AC006978.22	3.39E-07	0.474833503	0.205	0.132	0.010677562	b_cell	AC006978.2
DHTKD1	3.44E-07	0.546379912	0.156	0.092	0.0108494	b_cell	DHTKD1
ZNF6523	3.62E-07	0.577215004	0.319	0.24	0.011420776	b_cell	ZNF652
HLA-E5	3.75E-07	0.333896419	0.408	0.311	0.011822303	b_cell	HLA-E
USP243	3.95E-07	0.675620068	0.399	0.346	0.012461358	b_cell	USP24
RERE2	4.08E-07	0.447260682	0.655	0.632	0.012870764	b_cell	RERE
TMED3	4.31E-07	0.373646755	0.103	0.05	0.013589142	b_cell	TMED3
TOX4	4.40E-07	0.356028612	0.121	0.062	0.013889185	b_cell	TOX
CYB5R43	4.48E-07	0.604151191	0.252	0.173	0.014139138	b_cell	CYB5R4
LCLAT14	4.85E-07	0.5154999	0.191	0.12	0.01529932	b_cell	LCLAT1
TBL1X4	5.51E-07	0.603341256	0.287	0.21	0.01736441	b_cell	TBL1X
SYNRG1	5.93E-07	0.548981237	0.366	0.299	0.018713593	b_cell	SYNRG
VTI1A3	6.61E-07	0.49721689	0.529	0.488	0.020842281	b_cell	VTI1A
AC107884.1	7.11E-07	0.447076626	0.107	0.055	0.022423124	b_cell	AC107884.1
ERAP22	7.12E-07	0.437974707	0.184	0.113	0.022458418	b_cell	ERAP2
ZCCHC112	7.42E-07	0.523429172	0.483	0.438	0.0234115	b_cell	ZCCHC11
EMB3	7.53E-07	0.327734875	0.27	0.181	0.023747957	b_cell	EMB
ANKMY11	7.58E-07	0.454169337	0.205	0.132	0.023889807	b_cell	ANKMY1
SESN33	7.69E-07	0.57196875	0.287	0.205	0.024259553	b_cell	SESN3
TMC63	7.95E-07	0.316390529	0.11	0.056	0.025079167	b_cell	TMC6
GRAMD1C2	8.07E-07	0.512350079	0.119	0.064	0.025452962	b_cell	GRAMD1C
CEP85L4	8.72E-07	0.569498565	0.347	0.272	0.027503527	b_cell	CEP85L
CARD85	8.79E-07	0.426838011	0.289	0.207	0.027731415	b_cell	CARD8
DBNL2	8.97E-07	0.515291308	0.161	0.097	0.028295767	b_cell	DBNL
RFX71	9.08E-07	0.684171931	0.352	0.283	0.028626626	b_cell	RFX7
RBM6	1.03E-06	0.467605426	0.599	0.583	0.032504668	b_cell	RBM6
ASH1L2	1.11E-06	0.429624433	0.639	0.599	0.035137954	b_cell	ASH1L
LEMD3	1.12E-06	0.531905918	0.238	0.165	0.035321104	b_cell	LEMD3
ZNRF23	1.13E-06	0.550535176	0.228	0.156	0.035494457	b_cell	ZNRF2
TMEM243	1.14E-06	0.493745485	0.191	0.122	0.036052918	b_cell	TMEM243
SHOC21	1.18E-06	0.558900229	0.354	0.287	0.037179597	b_cell	SHOC2
C18orf8	1.50E-06	0.435630296	0.142	0.083	0.0471706	b_cell	C18orf8
AP3B13	1.66E-06	0.59002316	0.469	0.426	0.052287361	b_cell	AP3B1
BIRC62	1.69E-06	0.418020945	0.618	0.588	0.053337583	b_cell	BIRC6
TEP12	1.77E-06	0.393858239	0.147	0.086	0.055785911	b_cell	TEP1
GANC1	1.77E-06	0.619477706	0.259	0.189	0.05596403	b_cell	GANC
NFATC32	1.86E-06	0.606374527	0.375	0.314	0.058730402	b_cell	NFATC3
PHKB3	2.03E-06	0.508839892	0.457	0.4	0.064047489	b_cell	PHKB
DDHD11	2.06E-06	0.569792036	0.289	0.217	0.065082835	b_cell	DDHD1
PUM22	2.19E-06	0.465335981	0.503	0.458	0.068914187	b_cell	PUM2
ACBD31	2.25E-06	0.511235667	0.298	0.222	0.070915834	b_cell	ACBD3
RNGTT2	2.28E-06	0.637382536	0.322	0.258	0.071891705	b_cell	RNGTT
TMEM63A1	2.43E-06	0.549292235	0.212	0.145	0.076688353	b_cell	TMEM63A
CSNK1G22	2.49E-06	0.488915304	0.131	0.074	0.078427049	b_cell	CSNK1G2
MSL34	2.51E-06	0.322546485	0.121	0.066	0.079233758	b_cell	MSL3
CD962	2.70E-06	0.419976413	0.175	0.108	0.085097413	b_cell	CD96
SEC621	2.74E-06	0.564511849	0.392	0.325	0.086290778	b_cell	SEC62
TRAPPC93	2.88E-06	0.591284839	0.415	0.355	0.090681819	b_cell	TRAPPC9
MCPH11	3.06E-06	0.564782154	0.382	0.319	0.09637107	b_cell	MCPH1
CHST153	3.28E-06	0.51480817	0.172	0.108	0.103533199	b_cell	CHST15
ADD12	3.51E-06	0.538599349	0.399	0.343	0.110623594	b_cell	ADD1
VRK1	3.62E-06	0.42802498	0.138	0.08	0.114281861	b_cell	VRK1
DENND4B3	3.66E-06	0.349324158	0.147	0.087	0.115279712	b_cell	DENND4B
SPOPL3	3.98E-06	0.618833279	0.252	0.185	0.12549876	b_cell	SPOPL
IKBKB3	4.22E-06	0.572934559	0.291	0.22	0.132977276	b_cell	IKBKB
TMEM1171	4.31E-06	0.657109913	0.301	0.234	0.13594355	b_cell	TMEM117
ASCC31	4.45E-06	0.504847727	0.408	0.351	0.140317125	b_cell	ASCC3
CHD1L1	4.46E-06	0.495604746	0.161	0.1	0.140724391	b_cell	CHD1L
GRK23	5.02E-06	0.390023053	0.11	0.059	0.158343832	b_cell	GRK2
KMT2E5	5.05E-06	0.407531711	0.566	0.532	0.159295821	b_cell	KMT2E
COBLL12	5.20E-06	0.324812768	0.597	0.515	0.163880042	b_cell	COBLL1
BPTF2	5.21E-06	0.495036796	0.573	0.548	0.164136422	b_cell	BPTF
Z98749.33	5.25E-06	0.570098885	0.289	0.22	0.165396054	b_cell	Z98749.3
UXS11	5.79E-06	0.470230223	0.138	0.082	0.182568527	b_cell	UXS1
PDK1	6.04E-06	0.798333937	0.128	0.076	0.190423117	b_cell	PDK1
PTPRJ4	6.37E-06	0.718631557	0.305	0.238	0.201010079	b_cell	PTPRJ
PDE4D4	6.61E-06	0.455653632	0.527	0.452	0.208373837	b_cell	PDE4D
TTC133	6.99E-06	0.44076268	0.198	0.134	0.220423344	b_cell	TTC13
GNA124	7.02E-06	0.621029279	0.275	0.211	0.221468624	b_cell	GNA12
KDM7A3	7.65E-06	0.456102757	0.291	0.22	0.241336991	b_cell	KDM7A
KAT6A5	7.80E-06	0.499339798	0.427	0.375	0.245855971	b_cell	KAT6A
PTPN25	7.92E-06	0.545184697	0.296	0.231	0.24972928	b_cell	PTPN2
GMDS3	8.47E-06	0.592069616	0.345	0.279	0.267217067	b_cell	GMDS
PRKX5	8.54E-06	0.40232841	0.156	0.096	0.269218224	b_cell	PRKX
MYH95	9.33E-06	0.354091068	0.322	0.247	0.294151081	b_cell	MYH9
CDC401	9.98E-06	0.457116558	0.247	0.181	0.314761434	b_cell	CDC40
ZRSR24	1.02E-05	0.461241455	0.156	0.098	0.320278685	b_cell	ZRSR2
ENTPD41	1.02E-05	0.437585872	0.179	0.118	0.320792601	b_cell	ENTPD4
ZDHHC205	1.02E-05	0.521781167	0.287	0.218	0.322602966	b_cell	ZDHHC20
KLF23	1.04E-05	0.338189341	0.207	0.137	0.328553928	b_cell	KLF2
TCF44	1.06E-05	0.770596972	0.608	0.565	0.332838776	b_cell	TCF4
UBE2O	1.06E-05	0.50556619	0.161	0.104	0.33315604	b_cell	UBE2O
AC011489.11	1.07E-05	0.376419303	0.112	0.063	0.336722841	b_cell	AC011489.1
HLA-F4	1.10E-05	0.347465893	0.166	0.103	0.347041	b_cell	HLA-F
FXYD53	1.10E-05	0.285756644	0.117	0.065	0.347121742	b_cell	FXYD5
SPG112	1.10E-05	0.585908898	0.406	0.358	0.348074019	b_cell	SPG11
ST3GAL21	1.12E-05	0.517827071	0.179	0.12	0.354270589	b_cell	ST3GAL2
SMIM141	1.14E-05	0.569477124	0.343	0.285	0.358734033	b_cell	SMIM14
TRIM442	1.20E-05	0.556882259	0.375	0.318	0.378296956	b_cell	TRIM44
SP41	1.23E-05	0.460679885	0.131	0.077	0.38669135	b_cell	SP4
GIT24	1.23E-05	0.474768839	0.28	0.213	0.388803213	b_cell	GIT2
RELB2	1.30E-05	0.314052528	0.11	0.061	0.409083878	b_cell	RELB
ABI13	1.33E-05	0.45775274	0.382	0.319	0.418618197	b_cell	ABI1
USP341	1.42E-05	0.401801343	0.611	0.602	0.447871227	b_cell	USP34
SCFD2	1.44E-05	0.733799362	0.382	0.332	0.45554835	b_cell	SCFD2
PRRC2C4	1.62E-05	0.370891581	0.552	0.517	0.510194924	b_cell	PRRC2C
MT-ND4L3	1.62E-05	0.36752568	0.387	0.311	0.512262707	b_cell	MT-ND4L
PIAS13	2.00E-05	0.38404813	0.52	0.486	0.62943844	b_cell	PIAS1
RNF384	2.00E-05	0.585000185	0.364	0.31	0.631666081	b_cell	RNF38
FNDC3A2	2.03E-05	0.631240922	0.466	0.431	0.640629951	b_cell	FNDC3A
AMFR	2.09E-05	0.569319098	0.161	0.106	0.657858867	b_cell	AMFR
CHPT11	2.09E-05	0.584638614	0.294	0.236	0.659845701	b_cell	CHPT1
FLOT22	2.21E-05	0.355216545	0.126	0.076	0.697145476	b_cell	FLOT2
SLC25A45	2.40E-05	0.346773214	0.107	0.061	0.756696132	b_cell	SLC25A45
MX11	2.42E-05	0.327311829	0.105	0.058	0.763999877	b_cell	MX1
LNPEP2	3.12E-05	0.461321601	0.38	0.324	0.982895523	b_cell	LNPEP
CDK13	3.12E-05	0.531091527	0.513	0.497	0.983797044	b_cell	CDK13
GATAD2B3	3.19E-05	0.458613772	0.378	0.321	1	b_cell	GATAD2B
KIF2A3	3.44E-05	0.535757579	0.277	0.214	1	b_cell	KIF2A
GM2A1	3.44E-05	0.341113378	0.105	0.059	1	b_cell	GM2A
CNTNAP21	3.66E-05	0.34497289	0.124	0.074	1	b_cell	CNTNAP2
MAPRE25	3.77E-05	0.481300742	0.217	0.155	1	b_cell	MAPRE2
HLA-A5	3.90E-05	0.337787119	0.424	0.361	1	b_cell	HLA-A
FBXO114	4.47E-05	0.399152354	0.531	0.506	1	b_cell	FBXO11
LCOR3	4.54E-05	0.487884623	0.382	0.335	1	b_cell	LCOR
